term,definition,POS,notes
защитница,"defender, protector; advocate, attorney; full-back",noun/noun/noun,  
защитный,protective; safety,adj/adj, relational] 
защищать,"to defend, to guard, to protect; to speak in support (of), to stand up for, to support, to vindicate, to advocate; to defend, to plead for [in a court of law]; to uphold, to defend (a thesis, diploma or dissertation)",v impf/v impf/v impf/v impf,   
защищаться,"to defend oneself, to protect oneself; to defend one's thesis",v impf/v impf, colloquial] 
защищённость,protectability,noun,
защёлка,"lock mechanism; bolt, latch, catch",noun/noun, colloquial] 
защёлкать,"to begin to crack, to snap, to click, etc. [+ instrumental] (to begin to cause to make such a sound); to begin to click (to begin to make a clicking sound); to begin to flick (someone); to begin to warble [of a bird]",v pf/vi pf/v pf/v pf,   
заявитель,applicant (one who applies); declarant (a person who makes a formal declaration or statement),noun/noun, 
заявительница,female applicant (one who applies); female declarant (a person who makes a formal declaration or statement),noun/noun, 
заявить,"to declare, to announce; to say (of a high-rank person or ironically), to claim, to state; to apply (to submit oneself as a candidate); to file (a complaint to authorities or police)",v pf/v pf/v pf/v pf,   colloquial] 
заявиться,"to appear, to turn up",v pf,"colloquial, deprecative] "
заявка,"application, claim, request, demand",noun,
заявление,"declaration, statement; petition, application",noun/noun, 
заявлять,"to declare, to announce; to say (of a high-rank person or ironically), to claim, to state; to apply (to submit oneself as a candidate); to file (a complaint to authorities or police)",v impf/v impf/v impf/v impf,   colloquial] 
заявляться,"to appear, to turn up",v impf,"colloquial, deprecative] "
заядлый,"inveterate, confirmed; enthusiastic; true, genuine",adj/adj/adj,  
заяц,"hare; one who uses public transportation without buying a ticket, fare dodger, stowaway",noun/noun, colloquial] 
заячий,hare; hare's,adj,relational] 
заёбывать,"to wear out (somebody) by fucking; to fuck (somebody) to death (also figuratively); to pester, to exasperate, to piss off",v impf/v impf/v impf,vulgar]  vulgar]  vulgar] 
заём,loan,noun,
заёмный,"loan; borrowed, not one's own",adj/adj,"relational]  figurative, dated] "
заёмщик,"borrower, debtor",noun,
заёрзать,to begin to fidget,v pf,colloquial] 
звание,rank; title; status,noun/noun/noun,military]   
званый,invited; with invited guests,adj/adj, 
звательный,vocative (relating to the case used to express the person to which one is calling),adj,linguistics] 
звать,to call; to invite,v impf/v impf, 
зваться,to be called,v impf,imperfective only] 
звезда,star (celestial body); star (celebrity); star (geometric shape); spider,noun/noun/noun/noun,astronomy]   geometry]  mechanics] 
звездолёт,starship,noun,
звенеть,"to ring, to jingle, to clink",v impf,
звено,"link (element of a chain); part, branch; team, squad (smallest unit in a hierarchy or sequence); flight, squad",noun/noun/noun, figuratively]  aviation] 
звеньесборник,link collector (jet fighter),noun,
звенящий,"ringing, clinking, tinkling, jingling",adj,
звереть,"to fly into a rage; to become a beast, to become brutalized",v impf/v impf,colloquial]  
зверинец,menagerie; zoo,noun,
звериный,"animal, feral; brutal, savage, wild, feral",adj/adj, 
зверски,"monstrously, beastly, cruelly; awfully, terribly",adv/adv, colloquial] 
зверский,"brutal, bestial, atrocious, savage; terrific, tremendous",adj/adj, colloquial] 
зверство,"atrocity, brutality (extremely cruel act)",noun,
зверушка,"diminutive of зверь: little animal, beastie; endearing form of зверь",noun/noun, 
зверь,"animal, beast; brute; mammal",noun/noun/noun, figuratively]  scientific] 
зверьё,"wild animals; rascals; wild, violent people",noun/noun,"collective]  collective, figurative] "
зверюшка,"diminutive of зверь: little animal, beastie; endearing form of зверь",noun/noun, 
зверёк,diminutive of зверь: small beast,noun,
зверёнок,"little animal, baby animal",noun,
звон,"ring, jingle, chime (sound)",noun,
звонарня,bell tower,noun,
звонарь,"bell ringer; scandal-monger, gossip",noun/noun, colloquial] 
звонить,to ring; to call (to contact by telephone),v impf/v impf, 
звонкий,"sonorous, clear, soniferous; resonant; voiced",adj/adj/adj,"  phonetics, phonology] "
звонко,resoundingly; clearly,adv/adv, 
звонок,"bell (signaling device such as a bicycle bell); bell (an audible signal such as a school bell); ring, call (a telephone call or telephone conversation)",noun/noun/noun,  
звоночек,diminutive of звонок: small bell (device for making a ringing sound),noun,
звук,sound,noun,
звуковой,"sound, audio",adj,relational] 
звукозапись,"sound recording, audio recording (process or result)",noun,
звукоизоляция,soundproofing,noun,
звукоподражание,onomatopoeia,noun,
звукосниматель,"pickup, sound receiver (electronic device for detecting sound)",noun,
звучание,"sound, sounding; phonation",noun,
звучать,to sound,v impf,
звучащий,sounding,adj,
звучно,"loudly, sonorously",adv,
звучный,"resounding, sonorous",adj,
звяк,"plink, bang (sound)",interj,
звякать,to tinkle,v impf,
звякнуть,"to tinkle; to give a buzz, to give a tinkle",v pf/v pf, colloquial] 
звёздный,star; stellar (relating to stars),adj,relational] 
звёздочка,"diminutive of звезда: small star; star, asterisk; chain-wheel, sprocket, star wheel",noun/noun/noun,  
згра,spark,noun,"dialectal, obsolete] "
здание,"building, edifice, structure",noun,
здесь,here,adv,
здешний,"local, relating to this place (the place where the speaker is currently located)",adj,colloquial] 
здороваться,"to greet, to salute, to say hello/hi",v impf,
здоровенный,"very strong, muscular [of a person]; huge, enormous",adj/adj,colloquial]  colloquial] 
здороветь,to become healthier or stronger,v impf,colloquial] 
здорово,"great, very well, awesomely; very strongly, to a very great extent; it is great, it is awesome, it is cool; great!, well done; hi!; hello!",adv/adv/pred/interj/interj,colloquial]  low colloquial]  low colloquial]  colloquial]  colloquial] 
здоровый,"healthy, sound; strong, robust; wholesome, salubrious; big, large",adj/adj/adj/adj,   
здоровье,health,noun,
здоровяк,"healthy, robust person; husky (big man or animal)",noun/noun,colloquial]  colloquial] 
здравие,health,noun,archaic] 
здравица,toast (salutation while drinking alcohol),noun,
здравница,"sanatorium, health resort",noun,
здраво,reasonably; soundly; sensibly,adv,
здравомыслие,reasonableness,noun,
здравомыслящий,"sane, sensible (mentally sound, possessing a rational mind)",adj,
здравоохранение,"public health (service), health protection, health care",noun,
здравствовать,"to be well, to prosper, to thrive",v impf,
здравствуй,hello,interj,colloquial] 
здравствуйте,hello,interj,formal] 
здравый,"sensible, sound, sane, reasonable; healthy",adj/adj, archaic] 
здрасте,"hi, hello, howdy, abbreviated form of здравствуйте",interj,colloquial] 
зебра,zebra; zebra crossing (a pedestrian crosswalk),noun/noun,zoology]  
зев,"throat, gullet, pharynx; (technical) span (of a wrench)",noun/noun, 
зевака,"idler, gaper, gawker, spectator; person who is primarily busy looking at something for fun, and without a particular purpose",m anim} {f anim,
зевать,"to yawn; to gape; to miss (a train, a stop, a chance, an opportunity, etc.)",v impf/v impf/v impf," colloquial, imperfective only]  colloquial] "
зевнуть,to have a yawn (once),v pf,
зевок,yawn; temporary loss of vigilance [usually leading to negative results],noun/noun, figurative] 
зевота,(a fit of) yawning,noun,
зек,alternative spelling of зэк,noun,
зеленеть,"to become, turn green; to show green",v impf/v impf, 
зеленоватый,greenish,adj,
зеленушка,"corkwing (fish, Symphodus); blue damselfish (fish, Chromis chromis); greenfinch (European greenfinch, Chloris chloris); man-on-horseback, yellow knight, saddle-shaped tricholoma (mushroom, Tricholoma equestre)",noun/noun/noun/noun,   
зелень,"verdure (greenness, vegetation); greens; vegetables, edible grass (i. e. dill, parsley, etc.); dollars, greenbacks",noun/noun/noun,  colloquial] 
зеленя,young shoots of winter crops,noun,
зело,"very, exceedingly",adv,archaic] 
зелье,"potion (a small portion or dose of a liquid which is medicinal, poisonous, or magical)",noun,
зелёнка,brilliant green (dye); thickets used to hide from opponents; state certificate attesting to the right to real estate; green fodder for cattle,noun/noun/noun/noun,colloquial]  military slang]  colloquial]  agriculture slang] 
зелёный,"green; inexperienced, raw; sickly, deathly pale (of a face); green, environmentalist (a member of a green party); greenhorn, new recruit; greenback, U.S. dollar",adj/adj/adj/noun/noun/noun," figuratively]     slang, inanimate] "
земельный,land; agricultural,adj,relational] 
землевладелец,landowner,noun,
земледелец,"farmer, tiller",noun,
земледелие,"farming, agriculture, husbandry, agronomy (the art or science of cultivating the ground)",noun,
земледельческий,farming,adj,relational] 
землекоп,"navvy, digger",noun,
землепользование,land use,noun,
землепроходец,"explorer, discoverer (of unknown lands)",noun,
землеройка,shrew (mammal),noun,
землетрясение,earthquake,noun,
земля,"earth; land; ground, soil; country; state [of Germany]",noun/noun/noun/noun/noun,   antiquated]  
земляк,"compatriot, countryman",noun,
земляника,"strawberry, the genus Fragaria; wild strawberry (Fragaria vesca)",noun/noun,botany]  
землянин,"Terran, Earthling",noun,
землянка,"dugout, earth-house, (mud) hut, zemlyanka",noun,
земляной,earth; earthen,adj/adj,relational]  
землянуха,"swede, rutabaga",noun,dialectal] 
землячество,a men's society organized by home region in late 19th century Russia,noun,
землячка,"female compatriot, countrywoman",noun,
землячок,diminutive of земляк,noun,
земноводное,amphibian,noun,
земноводный,amphibious (capable of functioning on land or in water),adj,
земной,earth; terrestrial; earthly; earthy,adj/adj/adj,relational]   
земский,people's; zemstvo,adj/adj,"historical]  relational, historical] "
земство,zemstvo,noun,historical] 
зенит,"zenith, vertex, culmination, meridian",noun,
зенитка,anti-aircraft gun,noun,"colloquial, military] "
зенитный,zenith; zenithal; antiaircraft / anti-aircraft (intended to attack aircraft),adj/adj,relational]  
зенитчик,"operator, or a crew member of a surface-to-air anti-aircraft missile system",noun,military] 
зеница,"[obsolete, poetic] pupil (of the eye)",noun,
зенкер,"core drill, end reamer",noun,engineering] 
зепто-,zepto- (10−21),prefix,
зеркало,"mirror, looking glass",noun,
зеркальный,"reflecting, mirror-like; very smooth; mirror",adj/adj/adj,  relational] 
зеркальце,diminutive of зеркало: (a small) mirror,noun,
зернистость,"grain, grit (a linear texture of a material or surface)",noun,
зернистый,"grainy, granular",adj,
зерно,"grain, cereal; seed",noun/noun, 
зерновоз,grain carrier (truck or ship that transports grain),noun,
зерновозка,grain cart; grain truck,noun/noun, 
зерновой,"grain, cereal",adj,relational] 
зерновые,crops,noun,
зернофураж,grain forage; grain feed,noun,
зернофуражный,grain forage; grain feed,adj,relational] 
зернь,granulating (jewellery); old gambling game of dice,noun/noun, 
зеро,zero,n inan,rare] 
зерцало,mirror or similar reflective surface (e.g. of a river),noun,"dated, poetic or folkloric] "
зет,"The Roman letter Z, z",noun,
зеттабайт,zettabyte,noun,computing] 
зефир,"zephyr; marshmallow, or a similar Eastern European confectionery",noun/noun, 
зига,"Hitlergruß, Nazi salute",noun,slang] 
зигануть,to give a Nazi salute (once),v pf,slang] 
зигзаг,zigzag,noun,
зиговать,to give a Nazi salute (repeatedly/customarily),v impf,slang] 
зигота,zygote (fertilized egg cell),noun,
зиждительный,creative,adj,
зиждить,"to build, to create; to establish; to base on",v impf/v impf/v impf,"literary, dated]  literary, dated]  literary, dated, rhetorical] "
зиждиться,"to be based / founded (on), to rest (on)",v impf,"literary, bookish, dated] "
зима,winter,noun,
зимбабвийский,Zimbabwean,adj,
зимний,"winter; wintry, hibernal",adj/adj,relational]  
зимник,ice road; a seasonal winter road over frozen terrain and/or frozen bodies of water,noun,
зимовать,"to winter, to spend winter; to hibernate",v impf/v impf, 
зимовка,"wintering, spending the winter; hibernation",noun,
зимовщик,winterer,noun,
зимородок,kingfisher,noun,
зипун,zipun (medieval Russian type of peasant upper garment),noun,history] 
зиять,"(dated, about animals) to gape, to yawn",v impf,
злак,"herb, grass, cereal, graminoid (type of grass)",noun,botany] 
злато,gold,noun,"archaic, poetic] "
златой,"gold, golden",adj,"archaic, poetic] "
златоуст,"eloquent orator, silver-tongued orator, master of rhetoric",noun,"archaic, now ironic] "
злить,to provoke to anger,v impf,
злиться,to be angry,v impf,
зло,"evil, bad, wrong; harm; malice, rage, anger, grudge",noun/noun/noun,  
злоба,"spite, malice; rage, anger; grudge",noun/noun/noun,  
злобно,darkly,adv,
злобный,"spiteful, malicious, malignant, bitter, wicked",adj,
злободневный,topical (of current importance),adj,
злобствовать,"to be / feel angry, to bear malice",v impf,
зловеще,ominously (in an ominous manner),adv,
зловещий,"ominous, ill-boding, sinister",adj,
зловоние,"stench, foul smell",noun,
зловонный,"fetid, smelly, foul-smelling",adj,
зловред,"harmful computer program, a piece of malware",noun,computing] 
зловредный,"harmful, pernicious (causing damage or harm)",adj,
злодей,"malefactor, evildoer, villain, miscreant, scoundrel",noun,
злодейка,female villain,noun,
злодейство,"misdeed, villainy, evil deed",noun,
злодеяние,"misdeed, outrage, villainy, atrocity",noun,
злой,"wicked, evil, ill-natured; malicious, malevolent, spiteful; angry, enraged; rabid, irate, venomous; fierce, severe, bitter; ill, harmful, evil, bad; pungent, stinging, painfully spicy; malignant",adj/adj/adj/adj/adj/adj/adj/adj,      figuratively]  medicine] 
злокачественный,"malignant (tending to cause death); malignant, malevolent; immoral",adj/adj/adj,medicine]  dated]  dated] 
злоключение,"mishap, misfortune, misadventure",noun,
злонамеренный,"malicious, ill-intentioned",adj,"literary, ] "
злопамятный,"vindictive, rancorous, unforgiving, likely to hold a grudge",adj,
злополучный,"ill-starred, ill-fated",adj,
злорадно,"gloatingly; spitefully, malevolently",adv/adv, 
злорадный,"gloating; spiteful, malevolent",adj/adj, 
злорадство,schadenfreude (delight in someone else's misfortune),noun,
злорадствовать,"to gloat, to feel schadenfreude/epicaricacy",v impf,
злословие,"slander, scandal, backbiting (false and malicious talk, gossip)",noun,
злословить,"to slander, to traduce, to backbite (to make defamatory statements about another)",v impf,
злостный,malicious; fraudulent; persistent [offender],adj/adj/adj,  
злость,"spite, malice, rage, anger, grudge (a strong feeling of displeasure, hostility or antagonism towards someone or something)",noun,
злосчастный,"ill-starred, ill-fated",adj,dated] 
злотый,zloty (currency of Poland),noun,numismatics] 
злоумыслить,"to plot with evil intent, to intend something bad, to wish someone harm; to lie in wait, to intend to cause harm or injury",v pf/v pf, 
злоумышленник,"malefactor, plotter, evil-doer",noun,
злоупотребить,"to abuse, to misuse, to overdo",v pf,
злоупотребление,"abuse, misuse; excessive usage",noun/noun, 
злоупотреблять,"to abuse, to misuse; to make excessive use",v impf/v impf, 
злыдня,evil woman; she-devil,noun,colloquial] 
змеевик,"coil (pipe); serpentine, ophite",noun/noun,engineering]  geology] 
змеиный,"snake; serpentine; serpentine, venomous, viperine",adj/adj,relational]  pejorative] 
змей,"serpent, dragon; snake (crafty, wily, evil man); kite (flying toy)",noun/noun/noun,mythology]  figuratively]  
змейка,"little snake; spiral or helical object, such as the condenser of a distillation apparatus",noun/noun,animate]  inanimate] 
змея,"snake, serpent; crafty, sneaky person, snake",noun/noun, 
змеёнок,"baby snake, young snake",noun,
змеёныш,"snakelet (a baby snake); angry, offensive, harmful person, presumably young or small in size",noun/noun, derogatory] 
змий,"dragon; serpent; insidious, cunning, evil man",noun/noun/noun,mythology]  Christianity]  low colloquial] 
знавать,"to experience (joy, grief, defeat, rest, etc.) [repeatedly or frequently]; iterative of знать",v impf,"colloquial, usually negative] "
знак,"sign, mark; symbol; omen; badge",noun/noun/noun/noun,   
знаковый,"sign; character; token, emblematic, symbolic, indicative",adj/adj/adj,"relational, mathematics]  relational, computing]  "
знакомая,female acquaintance (person),noun,
знакомец,pal; acquaintance,noun,colloquial] 
знакомить,"to introduce, to acquaint, to familiarize",v impf,
знакомиться,"to meet, to make the acquaintance, to make somebody’s acquaintance, to get acquainted; to familiarize oneself, to go into; to visit, to see",v impf/v impf/v impf,  
знакомство,"acquaintance, connection, contact; familiarity",noun/noun, 
знакомый,"familiar; acquainted (with); acquaintance, friend",adj/adj/noun,  
знаменатель,denominator (the number or expression written below the line in a fraction),noun,arithmetic] 
знаменательный,"significant, remarkable, noteworthy, portentous, momentous; categorematic, significant",adj/adj, linguistics] 
знамение,"sign, portent, omen",noun,
знаменитость,"fame; celebrity, star (person)",noun/noun, 
знаменитый,"famous, renowned, celebrated, noted, notorious, distinguished, eminent, illustrious",adj,
знаменовать,"to signify, to be a sign/symbol (of)",v impf,
знамя,"standard, banner, flag, colors, ensign",noun,
знание,"knowledge, erudition",noun,
знатно,"in a noble way; in a outstanding, distinguished way; great",adv/adv/adv,  colloquial] 
знатный,"noble; outstanding, distinguished; good, excellent",adj/adj/adj,  colloquial] 
знаток,"cognoscente, connoisseur, pundit, adept, maven, expert",noun,
знать,"to know: to be familiar with or accustomed to a person, place, or thing; to know: to be in possession of a specific fact or datum; nobility, noble people; it seems, then",v impf/v impf/noun/adv,  collective]  colloquial] 
знахарь,"quack, witch doctor, sangoma, shaman",noun,
значение,"significance, meaning, sense; significance, importance, consequence, weight",noun/noun, 
значимость,"meaningfulness; significance, importance",noun/noun, 
значимый,"significant, meaningful, important; meaningful",adj/adj, linguistics] 
значит,"so, then, well, therefore",particle,
значительно,"significantly; considerably, substantially",adv/adv, 
значительность,"importance, significance",noun,
значительный,"considerable, sizeable, strong, substantial, large; important, consequential, significant; meaningful, suggestive",adj/adj/adj,  
значить,"to mean, to signify; to mean, to be of importance, to matter",v impf/v impf, 
значиться,"to be mentioned, to appear; to be listed, to be registered",v impf/v impf, 
значок,"diminutive of знак, a small sign, symbol; badge (distinctive mark); insignia",noun/noun/noun,  
знающий,"learned, knowledgeable, informed, knowing",adj,
знобить,"to hit with a fever, chills, or shivers; to chill",v impf/v impf,impersonal]  regional] 
зной,"heatwave, heat, swelter",noun,
знойный,"scorching, hot, sultry; passionate, hot",adj/adj, 
зоб,"crop, craw; goitre/goiter",noun/noun,anatomy]  disease] 
зов,"call, summons",noun,
зодиак,zodiac,noun,
зодчество,architecture (art and science of designing buildings and other structures),noun,dated] 
зодчий,architect,noun,
зола,ashes,noun,
золовка,(antiquated usage) sister-in-law (husband’s sister),noun,
золоза,"gland, neck cancer; fish liver; fish gallbladder",noun/noun/noun,dialectal]  dialectal]  dialectal] 
золотистее,comparative of золотистый; comparative of золотисто,adv/adv, 
золотистей,comparative of золотистый; comparative of золотисто,adv/adv, 
золотисто,"light golden, gold yellow",adv,
золотистый,"goldish, resembling gold in color or shine",adj,
золотить,to gild,v impf,
золотник,zolotnik (an old Russian unit of weight); valve; slide,noun/noun, 
золото,gold (metal),noun,
золотовалютный,gold and currency,adj,relational] 
золотоискатель,"gold digger, gold prospector",noun,
золотой,"gold; golden; gold, golden [color]; dear, precious; gold coin",adj/adj/adj/noun,relational]   figuratively]  
золочёный,"gilded, gilt",adj,
зомби,zombie,m anim,
зомбировать,"to brainwash, to make viewers/readers fool by a massive propaganda in the media, to affect their will as if they were zombies",v both,colloquial] 
зона,zone; prison,noun/noun, slang] 
зональный,zone; zonal,adj,relational] 
зонг-опера,rock opera,noun,"dated, rare] "
зонд,probe (something which penetrates something else); probe (instrument),noun/noun, surgery] 
зондирование,"probing, reconnaissance, sounding",noun,
зондировать,"to probe, to search, to sound; to probe, to find out beforehand",v impf/v impf,research]  
зонт,"umbrella; sunshade, parasol; canopy, awning; cupola; hood (of furnace)",noun/noun/noun/noun/noun,    
зонтик,umbrella; sunshade; canopy; cupola; hood (of a furnace),noun/noun/noun/noun/noun,    
зоо-,zoo- (pertaining to animals),prefix,
зоолог,zoologist,noun,
зоологический,zoological,adj,
зоология,zoology,noun,
зоомагазин,pet shop,noun,
зооморфизм,zoomorphism,noun,
зоопарк,zoo,noun,
зоосад,zoo,noun,
зоофилия,"zoophilia, bestiality (sexual attraction to animals)",noun,
зоохория,zoochory,noun,
зоркий,"sharp-eyed; vigilant, watchful",adj/adj, 
зорко,"vigilantly, watchfully",adv,
зоркость,"vigilance, watchfulness",noun,
зорок,"look, sight",m inan,archaic or regional] 
зрак,"look, glance",noun,obsolete] 
зрачок,pupil (eye),noun,
зрелище,"spectacle, show (something exhibited to view)",noun,
зрелищный,"spectacle, show; impressive, grandiose",adj/adj,relational]  
зрелость,"ripeness, maturity",noun,
зрелый,mature; ripe,adj/adj, 
зрение,"sight, vision",noun,
зреть,"to ripen, to mature; to watch, to look at",v impf/v impf, archaic] 
зримый,visible,adj,
зритель,"spectator, onlooker, viewer; audience",noun/noun, 
зрительный,visual (related to of affecting the vision),adj,
зрительский,"audience, viewer/viewers, spectator/spectators",adj,relational] 
зря,"in vain, to no avail, for nothing",adv,colloquial] 
зрячий,"seeing (able to see, not blind); seeing person, non-blind person (someone able to see)",adj/noun, 
зуб,"tooth; (technical) tooth, cog, dent",noun/noun, 
зубастый,"large-toothed, with large teeth, toothy; sharp-tongued, biting, sarcastic",adj/adj, 
зубец,"tooth, cog; jag; merlon, battlement (any of the projections between the embrasures of a battlement)",noun/noun/noun,technology]   
зубило,"(metal) chisel, point-tool (tool consisting of a slim oblong block of metal)",noun,
зубной,tooth; dental,adj,relational] 
зубок,"diminutive of зуб; clove (of garlic, etc.); coal cutter pick",noun/noun/noun,  
зубочистка,toothpick (stick for removing food residue from the area between the teeth),noun,
зубр,"bison (European bison), wisent; diehard, ace, pro",noun/noun, colloquial] 
зубрила,"swot, grind, grade-grubber",m anim} {f anim,"colloquial, disapproving] "
зубрить,"to make notches (in something); to learn by rote; to cram (for an exam), to hit the books",v impf/v impf/v impf, colloquial]  colloquial] 
зубчатый,"toothed, cogged; notched, indented",adj/adj, 
зубчик,diminutive of зуб; sprocket; denticle; clove (of garlic),noun/noun/noun/noun,   
зуд,itch,noun,
зудеть,"to itch; to hum, to buzz (to make a droning sound); to nag",v impf/v impf/v impf,colloquial]   figurative] 
зулу,Zulu (language),m inan,
зуммер,buzzer (device),noun,
зурна,zurna,noun,musical instruments] 
зыбить,"to cause to sway; to rock, to shake; to cause to hesitate, to sow doubt in",v impf/vt impf/v impf,"dated or poetic]  dated or poetic]  dated, figurative] "
зыбиться,"to sway; to rock, to shake",v impf/vi impf,literary or dated]  literary or dated] 
зыбкий,"unsteady; changeable, unstable, vacillating",adj/adj, 
зыбучий,"unsteady, shaky, shifting",adj,
зыбь,"ripple, swell (surface wave in the absence of wind); wave [generally on the sea]; unstable surface, quagmire",noun/noun/noun, poetic]  
зыкать,to speak brusquely,v impf,colloquially] 
зырянин,Komi (person),noun,dated] 
зырянский,Zyrian,adj,relational] 
зэ,"The Cyrillic letter З, з",n inan,
зэд,"(English letter) Z, z",n inan,
зэк,"convict, inmate",noun,colloquial] 
зэт,"The Roman letter Z, z",n inan,
зюйд,south; south wind,noun/noun,"nautical, meteorology]  "
зюйд-вест,southwest; southwester wind,noun/noun, 
зюйд-ост,southeast; southeaster wind,noun/noun, 
зябкий,sensitive to cold,adj,colloquial] 
зябко,"against the cold; it is chilly, one is cold",adv/pred,colloquial]  colloquial] 
зяблик,chaffinch,noun,
зябнуть,"to be cold, to freeze, to feel cold",v impf,
зяпа,"mouth, when the person talks too much, too loud, or in an inappropriate way; mouth when it is wide open",noun,vulgar] 
зять,son-in-law; brother-in-law (the husband of one’s sister or sister-in-law),noun/noun, 
зёрнышко,diminutive of зерно: (small) kernel (single seed of corn or wheat); granule; endearing form of зерно,noun/noun, 
и,"The tenth letter of the Russian Cyrillic alphabet. Its name is и and is usually pronounced /i/, but unstressed or after certain consonants it merges with ы into /ɪ/. It is preceded by З and followed by Й; The Cyrillic letter И, и; [Roman letter] I, i; [English letter] E, e; and; as well as, both ... and ..; as well; even; Emphasizes the truth of the following verb. Note that ""есть"" is also used, which is usually omitted",letter/n inan/n inan/n inan/conj/conj/conj/conj/particle,        preceding a verb] 
и-а,(imitative) hee-haw (sound a donkey makes),interj,
и-го-го,"[imitative] whinny, neigh (sound a horse makes)",interj,
и.о.,initialism of исполняющий обязанности: acting (temporarily assuming the duties or authority of another person when they are unable to do their job),adj,
ибис,ibis,noun,
ибо,"for, because, as, since",conj,literary] 
ива,willow,noun,
иван-чай,"rose-bay, willowherb, fireweed",noun,botany] 
ивановский,Ivanovo (city in Russia); Ivanov; Ivanov's (referring to anyone named Ivanov),adj/adj,relational]  relational] 
иваси,sardine,f anim,
иволга,oriole,noun,
иврит,"The Hebrew language, especially Modern Hebrew, Ivrit",noun,
игла,"needle; thorn, prickle; quill, spine, bristle",noun/noun/noun,  
иглистый,"prickly, covered with needles",adj,
иглоукалывание,acupuncture (insertion of needles for remedial purposes),noun,
иглу,igloo,n inan,
игнорирование,ignoring,noun,
игнорировать,"to ignore, to disregard (to deliberately pay no attention to), to igg",v impf,
иго,"yoke; slavery, oppression; yoke",noun/noun,"figuratively]  archaic, rare] "
игого,"[imitative] whinny, neigh (imitates the sound of a horse neighing)",interj,
иголка,diminutive of игла: needle,noun,
иголочка,"diminutive of иголка, diminutive of игла",noun,
игорный,"gambling, playing",adj,relational] 
игра,"game; a sport which is played (also спортивная игра); (action): play in the following senses:; Activity for amusement only, especially among the young; Similar activity, in young animals, as they explore their environment and learn new skills; (ethology) ""Repeated, incompletely functional behavior differing from more serious versions ..., and initiated voluntarily when ... in a low-stress setting.""; An individual's performance in a sport or game; acting, performance; role-playing (also ролевая игра); playing (a musical instrument)",noun/noun/noun/noun/noun/noun/noun/noun/noun/noun,         
игральный,playing,adj,
играть,"to play; to act, to perform; to gamble; to rage; to sparkle",v impf/v impf/v impf/v impf/v impf,   of a storm]  of wine] 
играться,(esp. of children) to play (around),v impf,vernacular] 
играючи,easily; with ease; playfully,adv,colloquial] 
играющий,player,noun,
игрек,"The Roman letter Y, y; Yankee (Y in the ICAO spelling alphabet)",noun/noun, telephony] 
игривый,playful (liking or prone to play),adj,
игристый,sparkling [of wine],adj,
игрище,merrymaking,noun,
игровой,"game, play; (movie, theater) acting; playing",adj/adj/adj,relational]  relational]  
игрок,player; gambler,noun/noun, 
игрушечный,toy; toy (not real); miniature,adj/adj/adj,relational]   
игрушка,toy; plaything; video game,noun/noun/noun,  colloquial] 
игуана,iguana,noun,
игумен,"Father Superior, hegumen, abbot",noun,
игуменья,"Mother Superior, abbess",noun,
идеал,"ideal (a perfect standard of beauty, intellect, etc.)",noun,
идеализировать,to idealize,v both,
идеализм,idealism,noun,
идеалист,idealist,noun,
идеалистический,idealistic,adj,
идеально,ideally (in various senses),adv,
идеальный,"ideal, perfect (being optimal)",adj,
идейный,"ideological, ideal; high-principled (of a person)",adj/adj, 
идентификатор,"descriptor, identifier, handle",noun,computing] 
идентификация,identification,noun,
идентифицировать,to identify,v both,
идентично,identically,adv,
идентичность,identity (the sameness some individuals share to make up the same kind or universal),noun,
идентичный,identical,adj,
идеограмма,"ideogram, ideograph",noun,
идеографический,ideographic,noun,linguistics] 
идеография,ideography,noun,linguistics] 
идеолог,ideologue,noun,
идеологически,ideologically,adv,
идеологический,ideological,adj,
идеология,"ideology (doctrine, body of ideas)",noun,
идея,"idea, thought, notion",noun,
идиллия,"idyl, idyll",noun,
идиом,"lect, language variety, idiom (a generic term for a manner of speaking shared among a group of people; encompasses languages, dialects, sociolects, etc.)",noun,
идиома,idiom,noun,
идиоматический,idiomatic (relating to or conforming to the mode of expression characteristic of a language),adj,
идиосинкразия,idiosyncrasy (way of behaving or thinking),noun,
идиот,idiot,noun,
идиотизм,"idiocy, imbecility",noun,
идиотка,female idiot,noun,
идиотский,idiotic,adj,
идиш,The Yiddish language,prop,
идо,Ido (a constructed language),m inan} {n inan,
идол,idol; callous person,noun/noun, colloquial] 
идолопоклонник,idolater,noun,
идти,"to go; to walk; to fall; to function, to work; to suit, to become (of wearing clothes); [used in expressions]",v impf/v impf/v impf/v impf/v impf/v impf,  of precipitation]    
идущий,going,adj,
иезуит,Jesuit,noun,
иена,yen,noun,numismatics] 
иерарх,hierarch,noun,
иерархический,hierarchical,adj,
иерархия,hierarchy,noun,
иерей,priest of the second rank in the Orthodox church,noun,religion] 
иероглиф,"hieroglyph; undecipherable handwriting, inscrutable symbol; Chinese character (hanzi), usually ""китайский иероглиф"". See also: ханьцзы",noun/noun/noun, humorous]  
иеромонах,hieromonk,noun,
иерусалимский,Jerusalem,adj,relational] 
иждивение,"material support; money, funds",noun/noun, dated] 
иже,"which; et cetera; izhe, name of the Cyrillic (Old Church Slavonic) letter і, ї",pron/n inan,"archaic, ecclesiastic or literary]  "
ижица,izhitsa (obsolete Cyrillic letter Ѵ),noun,
