term,definition,POS,notes
Beryll,beryl,m,mineral] 
Beryllat,beryllate,n,
Berylliose,berylliosis,f,pathology] 
Beryllium,beryllium; the chemical element and alkaline earth metal with the atomic number 4,n,
Berylliumacetat,beryllium acetate,n,inorganic compound] 
Berylliumcarbid,beryllium carbide,n,inorganic compound] 
Berylliumchlorid,beryllium chloride,n,inorganic compound] 
Berylliumerz,beryllium ore,n,
Berylliumfluorid,beryllium fluoride,n,inorganic compound] 
Berylliumhydrid,beryllium hydride,n,inorganic compound] 
Berylliumhydroxid,beryllium hydroxide,n,inorganic compound] 
Berylliumkupfer,beryllium copper alloy,n,
Berylliummetall,beryllium metal,n,
Berylliumnitrid,beryllium nitride,n,inorganic compound] 
Berylliumoxid,beryllium oxide,n,inorganic compound] 
Berylliumsalz,beryllium salt,n,
Berylliumsulfat,beryllium sulfate,n,inorganic compound] 
Berylliumtellurid,beryllium telluride,n,inorganic compound] 
Berylliumverbindung,beryllium compound,f,
Beryter,Berytian; Berytian,m/adj, 
Berytus,Berytus,prop,
Berücksichtigung,"consideration, provision, allowance",f,
Berühmtheit,celebrity; celebrity,f/f,"famous person]  state of being famous, no plural] "
Berührung,contact (an act of touching physically),f,
Berührungsangst,"haphephobia (a rare specific phobia that involves the fear of touching or of being touched); scruple, demur, qualm, aversion, reservation, inhibition (the fear of getting in contact with a person or topic)",f/f, 
Berührungsbildschirm,touch screen,m,
Besan,"mizzen, mizzensail; mizzen, mizzenmast",m/m,nautics]  nautics] 
Besanmast,mizzenmast,m,nautics] 
Besansegel,mizzensail,n,nautics] 
Besatz,"edging, trimming, lining",m,
Besatzer,"occupant, occupier (male or of unspecified sex) (someone who occupies a country)",m,
Besatzung,"crew (group of people operating a ship, plane, or large facility); occupation (of a country); occupational troops, occupational forces",f/f/f,  by extension] 
Besatzungsarmee,occupying army (army that occupies a land),f,
Besatzungsmacht,occupying power,f,
Besatzungsmitglied,crew member,n,
Beschaffenheit,"state, condition, property",f,
Beschaffung,"purchase, acquisition; obtaining, procurement",f/f, 
Bescheid,"notification, information",m,legal or administration] 
Bescheidenheit,modesty,f,
Bescheinigung,"certificate, certification, attestation, credentials",f,
Bescherung,handing out of presents [at Christmas]; a (nice) mess,f/f, 
Beschichtung,coating (process); lamination,f/f, 
Beschichtungsmaterial,coating material,n,
Beschilderung,"signage (signs collectively); the act of adding signs (to a street, packaging, etc.)",f/f, 
Beschimpfung,"name-calling, slander",f,
Beschiss,deceit,m,"colloquial, vulgar] "
Beschiß,alternative spelling of Beschiss,noun,
Beschlag,"fitting, mounting; horseshoe; mist",m/m/m,  
Beschlagnahme,"verbal noun of in Beschlag nehmen, seizure",f,
Beschleuniger,"catalyst, activator, accelerant; accelerator",m/m, 
Beschleunigung,acceleration,f,
Beschleunigungsmesser,accelerometer,m,
Beschleunigungssensor,accelerometer,m,
Beschluss,"decision (choice, judgement)",m,
Beschluß,alternative spelling of Beschluss,m,
Beschneidung,circumcision; trimming,f/f,medicine or religion]  gardening] 
Beschreibung,description,f,
Beschreibungswort,"describing word, adjective",n,"grammar, rare] "
Beschriftung,label; caption,f/f, 
Beschränktheit,"limitedness, narrowness; boundedness",f/f, mathematics] 
Beschränkung,restriction,f,
Beschuldigung,"accusation, allegation, charge",f,
Beschuss,"bombardment, fire",m,
Beschwerde,"complaint (a grievance, problem, difficulty, or concern; the act of complaining)",f,
Beschwerdebrief,complaint letter,m,
Beschwerlichkeit,onerosity; burden,f/f, 
Beschwörung,evocation,f,occult] 
Beschäftigte,female employee,f,
Beschäftigter,nominalization of beschäftigter: employee,m,
Beschäftigung,occupation (activity or task with which one occupies oneself),f,
Beschöniger,whitewasher,m,
Beschönigung,embellishment,f,
Beschützer,protector,m,
Beseitigung,"disposal, elimination, removal",f,
Besen,broom,m,
Besenbinder,broom maker,m,
Besenchen,diminutive of Besen,n,
Besenginster,"common broom, Scotch broom (Cytisus scoparius)",m,
Besenreiser,spider veins,p,
Besenschrank,"broom closet, broom cupboard",m,
Besenstiel,broomstick (the handle of a broom),m,
Besessenheit,obsession; possession,f/f," religion, mythology] "
Besetzer,"occupant, occupier; squatter",m/m, 
Besetzerin,a female occupant,f,
Besetzung,occupation; invasion (of a country); squat (occupation of a building without permission); cast; casting,f/f/f,"  theater, film] "
Besetzungsinversion,population inversion,f,physics] 
Besichtigbarkeit,visitability,f,
Besichtigung,inspection; viewing; sightseeing,f/f/f,  
Besiedelung,settlement; colonization,f/f, 
Besinnung,consciousness; reflexion,f/f, 
Besitz,ownership; possession,m/m, legal] 
Besitzer,agent noun of besitzen; owner (one who owns),m,
Besitzerin,female owner (one who owns),f,
Besitzstand,acquis communautaire; acquired rights/entitlements,m/m,"EU, law]  "
Besitzstandswahrung,maintenance of existing rights/entitlements; grandfathering,f/f, 
Besoldung,salary,f,
Besonderheit,(notable) feature,f,
Besonnenheit,"prudence, caution, circumspection, calmness, levelheadedness",f,
Besorgnis,"worry, concern, anxiety",f,
Besorgung,errand,f,
Besprechung,"meeting, discussion, (gathering among business people to discuss their business); Review",f/f, 
Bessarabiendeutscher,"a (male) Bessarabia German, a German native or inhabitant of Bessarabia, or a descendant of one",m,
Besserung,amelioration; improvement,f/f,medicine]  
Besserwisser,"know-it-all, wiseguy, wiseacre, smart aleck",m,pejorative] 
Best.-Nr.,abbreviation of Bestellnummer,noun,
Bestand,"stock, inventory; portfolio; population; durable existence, persistence; duration; continuance",m/m/m/m,   
Bestandteil,"component, element; ingredient",m/m, 
Bestatter,"agent noun of bestatten; mortician, undertaker (male or of unspecified sex)",m,
Bestatterin,"mortician, undertaker (female)",f,
Bestattung,funeral (ceremony in honour of a deceased person),f,
Bestattungsart,(method of) burial,f,
Bestattungswagen,hearse,m,
Bestechlichkeit,corruptibility,f,openness to bribery] 
Bestechung,bribery; corruption,f/f, 
Bestechungsgeld,bribe,n,
Bestechungsversuch,attempted bribery,m,
Besteck,cutlery; silverware; set of instruments; position of a ship,n/n/n/n,  medicine]  nautical] 
Besteigung,ascent,f,act of climbing a mountain] 
Bestellnummer,"Order number or code, such as in a product catalog",f,
Bestellung,"order, request for a product",f,
Besteuerung,taxation,f,
Bestialität,bestiality,f,
Bestickung,embroidering,f,
Bestie,beast,f,
Bestimmtheit,resolution,f,
Bestimmung,"determination (act of determining or measuring); destination (intended purpose); appointment, designation; regulation; modifier; attribute (of a noun); complement (of a verb); provision (clause in a statute providing for a particular matter; a specific rule that arises from the lexical content of a statute)",f/f/f/f/f/f,    linguistics]  law] 
Bestimmungsgrenze,limit (in analysis),f,chemistry] 
Bestimmungsort,destination,m,
Bestimmungswort,determiner (e.g. in grammar an adjective can be referred to as Bestimmungswort of the noun and the adverb as Bestimmungswort of the verb); determinans or modifier in a compound (e.g. Bestimmung is the determinans of Bestimmungswort),n/n,grammar]  grammar] 
Bestoßung,numbers and density of livestock grazing in agriculture,f,agriculture] 
Bestrafung,punishment,f,
Bestrahlung,"irradiation, exposure",f,
Bestrahlungsstärke,irradiance,f,physics] 
Bestreben,endeavor,n,
Bestrebung,"attempt, effort; aspiration",f/f, 
Bestseller,bestseller,m,
Bestsellerautor,bestselling author,m,
Bestsellerliste,list of bestsellers,f,
Bestwig,"A municipality in Hochsauerland, North Rhine-Westphalia",prop,
Beständigkeit,"resistance; stability, constancy; reliability",f/f/f,  
Bestätigung,"acknowledgment, affirmation, confirmation",f,
Bestäubung,(botany) pollination,noun,
Bestürzung,"dismay, consternation",f,
Besuch,"visit, call; visitor or visitors (singular only)",m/m, 
Besucher,visitor; patron; The visitor design pattern,m/m/m,"  software, design] "
Besucherin,feminine noun of Besucher,f,
Besucherzimmer,visitors' room,n,
Besäufnis,drinking binge,n,
Beta,beta (Greek letter),n,
Beta-Version,beta version,f,"computing, technology] "
Betain,betaine,n,organic chemistry] 
Betalain,betalain,noun,
Betastrahl,beta ray (ray of beta particles),m,
Betastrahlenquelle,source of beta radiation,f,
Betastrahler,beta emitter,m,physics] 
Betastrahlung,beta radiation,f,physics] 
Betazerfall,beta decay,m,physics] 
Bete,beet,f,
Beteigeuze,Betelgeuse,prop,
Beteiligte,[female] participant,m,
Beteiligter,[male] participant,m,
Beteiligung,participation (act of participating),f,
Bethanien,Bethany,prop} {n,
Bethe,surname,prop,
Bethlehem,Bethlehem (city),prop,
Betlehem,Betlehem (city),prop} {n,
Beton,concrete,m,
Betonierer,concrete finisher,m,
Betonklotz,concrete block,m,
Betonkonstruktion,concrete construction,f,
Betonmauer,concrete wall,f,
Betonmischer,concrete mixer,m,
Betonplatte,concrete slab,f,
Betonsperre,concrete barrier,f,
Betonung,"emphasis; accent, stress",f/f, phonology] 
Betonungszeichen,"accent, stress mark",n,typography] 
Betonwüste,concrete desert,f,
Betonzusatzstoff,concrete additive,m,
Betracht,consideration,m,
Betrachter,"beholder, observer, viewer",m,
Betrachtung,contemplation; viewing,f/f, 
Betrachtungshorizont,"time horizon, planning horizon; evaluation horizon, observation period",m/m, 
Betrag,"amount, sum; the magnitude or length of a vector",m/m, mathematics] 
Betreff,"subject, reference (of e-mails and letters)",m,
Betreiber,operator,m,
Betreten,entry; access,n/n, 
Betreuer,"guardian, caretaker; carer, helper, nurse",m/m, 
Betreuung,"care; tutelage, guardianship",f/f, 
Betrieb,"company; business; factory; works; operating; running (of an engine, etc.); bustle; fuss",m/m/m/m,countable]  countable]  uncountable]  uncountable] 
Betriebsamkeit,industriousness; bustle,f/f, 
Betriebsanleitung,operating instruction,f,
Betriebsbedingung,(especially in plural) operating condition(s),f,
Betriebsergebnis,operating income / profit,n,
Betriebsleitung,"management, plant management",f,
Betriebsmeister,plant foreman,m,
Betriebsrat,works council,m,
Betriebssystem,operating system,n,computing] 
Betriebssystemkern,kernel,m,computing] 
Betriebstemperatur,operating temperature (of a device),f,
Betriebstemperaturspanne,operating temperature range,f,
Betriebsversammlung,works meeting,f,
Betriebswirtschaft,business economics,f,
Betriebswirtschaftslehre,business administration,f,
Betroffener,person affected by something; victim,m/m, 
Betroffenheit,"consternation, dismay, shock",f,
Betrug,"fraud; deception, deceit; cheating",m/m/m,  
Betrunkenheit,"drunkenness, inebriation, intoxication",f,
Betrübnis,"sadness, grief",f,
Betrüger,agent noun of betrügen; fraud (person),m,
Betrügerei,cheating; swindling,f,
Betrügerin,fraud [female person],f,
Bett,"bed (piece of furniture, usually flat and soft, for resting or sleeping on; one's place of sleep or rest); bed (bottom of a body of water, such as an ocean, sea, lake, or river)",n/n, 
Bettbezug,duvet cover,m,
Bettchen,diminutive of Bett,n,
Bettdecke,"a covering that warms the body during sleep; especially a duvet (being the commonest in German-speaking Europe), but also a blanket, coverlet, quilt, etc; bedspread; bed sheet",f/f/f,"  uncommon, illiterate] "
Bette,alternative form of Bett,n,"now, colloquial, regional, eastern Germany, otherwise obsolete] "
Bettelei,"begging, panhandling",f,
Bettelruf,begging call (a sound made by young birds to get food from their parents),m,ornithology] 
Bettelstab,beggar's staff,m,now only used in idioms] 
Bettenburg,giant hotel; over-developed resort,f,"colloquial, derogatory] "
Bettendorf,"Any of several towns and cities in Germany, Luxembourg and the United States; surname",prop/prop, 
Bettendorfsch,Bettendorf (attributive),adj,
Bettgenosse,bedfellow,m,
Bettgeschichte,"love affair, fling",f,
Bettina,"given name used in Germany since the eighteenth century, originally short form of Elisabettina, an Italian diminutive of Elizabeth",prop} {f,
Bettlaken,bedsheet,n,
Bettlein,diminutive of Bett,n,
Bettler,beggar,m,
Bettlerin,female beggar,f,
Bettlägerigkeit,bedriddenness,f,
Betttuch,bed sheet,n,
Bettung,ballast,f,railway] 
Bettwanze,bedbug,f,
Bettwäsche,"bedding, bedclothes, bedlinen",f,
Bettzeug,"bedclothes, bedding",n,
Betätigung,activity (the state of being active); service; operation,f/f/f,  
Betäubung,"narcosis, anesthesia (local or general anesthesia), any state of numbness or reduced consciousness caused by outside influence; narcosis, anesthesia, the act of causing such a state; [rare] narcotic, anesthetic, the substance used to induce such a state; [figuratively] emotional numbness, a state of apathy or shock; [rare] physical numbness in general",f/f/f/f/f,    
Betäubungsmittel,"anaesthetic; narcotic; controlled substance; drug (of any kind, including e.g. cocaine, heroin, etc.)",n/n," officialese, law] "
Betörung,infatuation,f,
Beuge,bend,f,
Beugfall,case,m,"grammar, obsolete] "
Beugung,inflection,f,
Beule,swelling; bump,f/f, 
Beulenpest,bubonic plague,f,
Beunruhigung,"anxiety, worry, concern",f,
Beurteilung,"judgement, assessment",f,
Beuschel,food made from offal (especially the lungs and heart); lung; human entrails,n/n/n,"Austria, Bavaria]  Austria, colloquial]  Austria, colloquial] "
Beute,"booty; spoils; haul (something robbed); prey; quarry (that which is hunted by animals or people); hive, beehive (artificial structure for housing honeybees, excluding the swarm and its combs)",f/f/f,  specialist] 
Beutegreifer,predator (an animal that hunts other animals),m,biology] 
Beutekunst,looted art,f,
Beutel,"a small to medium-sized bag, usually of fabric; pouch (bag with a drawstring); pouch (body part of a marsupial)",m/m/m,  
Beutelmarder,quoll (carnivorous marsupial of the genus Dasyurus),m,
Beutelratte,opossum,f,
Beutelsäuger,marsupial,m,
Beutelteufel,Tasmanian devil,m,
Beuteltier,marsupial,n,
Beutelwolf,thylacine,m,
Beutler,marsupial,m,
Bevollmächtigte,[female] plenipotentiary,f,
Bevollmächtigter,"[male] plenipotentiary; attorney-in-fact, agent, proxy",m/m, law] 
Bevollmächtigung,"authorization, authority; power of attorney; empowerment",f/f/f,  
Bevölkerung,population,f,
Bevölkerungsdichte,population density,f,
Bevölkerungsschicht,social stratum,f,
Bevölkerungszahl,population (number of people in a land),f,
Bewachung,custody,f,
Bewaffnung,arms; armament,f,
Beweggrund,motive,m,
Beweglichkeit,agility; versatility,f/f, 
Bewegung,"motion; movement; get a move on, hurry up, let's go",f/f/interj," social, political]  "
Bewegungsspiele,movement games,noun,
Bewegungsstörung,"disruption of movement, disturbance of movement, interruption of movement; movement disorder",f/f, medicine] 
Beweis,proof,m,countable] 
Beweisbarkeit,provability,f,
Beweisführung,argumentation; evidence,f/f, 
Beweislast,"burden of proof, onus, onus probandi",f,legal] 
Beweisstück,piece of evidence,n,
Beweisvereitelung,spoliation,f,law] 
Bewerber,applicant (one who applies),m,
Bewerberin,A female applicant,f,
Bewerbung,"application (for a job or position), candidature",f,
Bewerbungsgespräch,a job interview,n,
Bewertung,"evaluation; assessment (act of assessing a tax); appraisal (estimate of value, as for sale, assessment, or taxation; valuation)",f/f/f,  
Bewilligung,"approval, used in a legal sense",f,
Bewirckung,obsolete spelling of Bewirkung,f,
Bewirtung,catering,f,
Bewohner,agent noun of bewohnen; inhabitant (someone who lives in a place),m,
Bewuchs,growth (vegetative ground-cover),m,
Bewunderung,admiration,f,
Bewusstlosigkeit,"unconsciousness, insensibility",f,
Bewusstsein,"consciousness, awareness",n,
Bewusstseinsstörung,unconsciousness (disturbance of consciousness),f,
Bewusstseinsverlust,loss of consciousness,m,
Bewusstseinszustand,"state of consciousness, conscious state",m,
Bewußtsein,alternative spelling of Bewusstsein,n,
Bewährung,parole,f,
Bewältigung,"coping, handling, mastering",f,
Bewässerung,irrigation,f,
Bewölkung,cloudiness; cloud cover,f/f, meteorology] 
Beyblatt,obsolete spelling of Beiblatt,n,
Beychte,obsolete spelling of Beichte,f,
Beychtvater,obsolete spelling of Beichtvater,m,
Beydenhänder,obsolete spelling of Beidenhänder,m,
Beyfall,obsolete spelling of Beifall,m,
Beyfallssturm,obsolete spelling of Beifallssturm,m,
Beyfang,obsolete spelling of Beifang,m,
Beyfuß,obsolete spelling of Beifuß,m,
Beygabe,obsolete spelling of Beigabe,f,
Beyhilfe,obsolete spelling of Beihilfe,f,
Beyl,obsolete spelling of Beil,n,
Beylage,obsolete spelling of Beilage,f,
Beylegung,obsolete spelling of Beilegung,f,
Beyleyd,obsolete spelling of Beileid,n,
Beymengung,obsolete spelling of Beimengung,f,
Beymischung,obsolete spelling of Beimischung,f,
Beyn,obsolete spelling of Bein,n,
Beyname,obsolete spelling of Beiname,m,
Beyrath,obsolete spelling of Beirat,m,
Beyseyn,obsolete spelling of Beisein,n,
Beyspiel,obsolete spelling of Beispiel,n,
Beystand,obsolete spelling of Beistand,m,
Beystrich,obsolete spelling of Beistrich,m,
Beytel,obsolete spelling of Beitel,m,
Beytrag,obsolete spelling of Beitrag,m,
Beytritt,obsolete spelling of Beitritt,m,
Beywagen,obsolete spelling of Beiwagen,m,
Beywort,obsolete spelling of Beiwort,n,
Bezahlschranke,paywall,f,
Bezahlung,payment,f,
Bezau,Bezau (municipality),prop} {n,
Bezauberung,enchantment,f,
Bezeichnung,"denomination, name, term; denotation, representation",f/f, 
Bezeugung,"testimony, attestation; expression, declaration",f/f, 
Beziehung,"relation, relationship, connection (zu with)",f,
Bezirk,district,m,
Bezirksausschuss,district committee,m,
Bezirksausschuß,alternative form of Bezirksausschuss,noun,
Bezirksregierung,"district government, district council",f,
Bezoid,surname,prop,
Bezug,reference; cover (f.e. of a cushion or couch); salary (of a civil servant); subscription,m/m/m/m,   
Bezugspunkt,datum; benchmark; reference point,m/m/m,  
Bezugswort,antecedent,n,linguistics] 
Bf.,abbreviation of Bahnhof,noun,
BfR,Bundesinstitut für Risikobewertung (Federal Institute for Risk Assessment),prop,
Bhf.,abbreviation of Bahnhof,noun,
Bhutan,Bhutan,prop} {n,
Bhutaner,Bhutanese person,m,
Bhutanerin,Bhutanese woman,f,
Bianca,given name recently borrowed from Italian,prop,
Bianka,given name,prop,
Biathlon,biathlon; biathlon competition,n/m, 
Bibel,"Bible, bible",f,
Bibelforscher,"scientist, expert or specialist in the field of Bible research (male or of unspecified sex); preacher, who quotes too many Biblical sayings in his sermons; member of the sect called “Ernste Bibelforscher”; Jehovah′s Witness",m/m/m/m, regional: Palatine]  regional: Southern Hessian]  dated] 
Bibelvers,bible verse,m,
Biber,beaver; surname More common in the form Bieber,m/prop, 
Biberbach,Biberbach (municipality); Biberbach (municipality),prop} {n/prop} {n, 
Biberwier,Biberwier (municipality),prop} {n,
Bibliographie,bibliography,f,
Bibliophilie,bibliophilia,f,
Bibliothek,library,f,
Bibliothekar,librarian (male or of unspecified sex),m,
Bicarbonat,bicarbonate,n,inorganic chemistry] 
Bidenhänder,A two-handed sword such as a claymore,m,
Bidet,bidet,n,
Bieber,surname,prop,
Biedermannsdorf,Biedermannsdorf (municipality),prop} {n,
Biegung,bend; curve; inflection,f/f, grammar] 
Bielefeld,Bielefeld (city),prop} {n,
Bienchen,diminutive of Biene,n,
Biene,"bee; cute, sexy woman",f/f, colloquial] 
Bienenelfe,bee hummingbird,f,
Bienenhaus,"apiary, bee yard",n,
Bienenhäuschen,diminutive of Bienenhaus,n,
Bienenkorb,"A beehive, man-made structure in which bees are kept for their honey and/or as crop pollinators",m,
Bienenkönigin,"A queen bee, reproductive female bee",f,
Bienenstachel,a bee's stinger,m,zoology] 
Bienenstich,bee sting,m,
Bienenstock,"hive, beehive (artificial structure for housing bees, including the swarm and its combs)",m,
Bienenwabe,honeycomb (structure of cells made by bees),f,
Bienenwachs,beeswax,n,
Bienenzucht,beekeeping,f,
Bienenzüchter,beekeeper (male or of unspecified sex),m,
Bienewitz,surname,prop,
Bier,"beer (alcoholic drink fermented from starch material; a serving of this beverage); business, beeswax (personal affairs)",n/n,beverage]  colloquial] 
Bierbauch,potbelly [caused by the frequent consumption of beer],m,
Bierchen,diminutive of Bier,n,
Bierdeckel,"beer mat, coaster [US]",m,
Bierdose,beer can,f,
Bierdusche,someone dumping a beer on someone's head,f,soccer] 
Bierflasche,beer bottle,f,
Biergarten,beer garden,m,
Bierglas,"beer glass, beer mug",n,
Bierhefe,(brewer's) yeast; barm,f,
Bierhumpen,"beer mug, stein",noun,
Bierkasten,"beer case, beer crate",m,
Bierkrug,stein; beer stein; (ornamental) beer mug,m,
Biertisch,"beer table, as used, e.g., in beer tents",m,
Bierwurst,"A smoked, seasoned Brühwurst sausage originally from Bavaria, with a garlicky flavor and dark red color",f,
Bierzelt,beer tent,n,
Biest,beast; someone who behaves in an antisocial manner; beestings (first milk of a cow after giving birth),n/n/m,  
Biestmilch,colostrum of a cow ((the first milk a cow produces after giving birth),f,
Bifurkation,bifurcation,f,biology] 
Bigamie,bigamy (the state of having two (legal or illegal) spouses simultaneously),f,
Bigamist,bigamist,m,
Bigotterie,sanctimony; hypocrisy; narrow-mindedness; bigotry; but less associated with racism than the contemporary English word,f/f,"formal, literary]  formal, literary] "
Bihänder,"two-handed sword, greatsword",m,
Bijou,jewel; piece of jewelry,m} {n,"dated, outside, Switzerland] "
Bikini,"Bikini atoll; A bikini, scanty two-piece bathing suit, named after the above island",prop/m, 
Bilabial,bilabial,m,phonetics] 
Bilanz,"balance sheet, balance; result",f/f, 
Bilch,dormouse,m,
Bild,image; picture; painting; photo (optical representation of something); image (idea or mental concept of something); image,n/n/n,  computing] 
Bildbestandteil,picture / image element / component,m,
Bildchen,diminutive of Bild,n,
Bildein,Bildein (municipality),prop} {n,
Bilderbuch,picture book,n,
Bildergalerie,picture gallery,f,
Bildergeschichte,comic,f,
Bilderschrift,pictographic writing system,f,
Bildersturm,iconoclasm,m,
Bilderstürmer,iconoclast,m,
Bilderstürmerei,iconoclasm,f,
Bildgebung,imaging,f,
Bildhauer,sculptor (male or of unspecified sex) (occupation); Sculptor (constellation),m/m, 
Bildhauerei,sculpture [the art or an individual work],f,
Bildhauerin,sculptor (female),f,
Bildhauerkunst,[art of] sculpture,f,
Bildnis,portrait,m,
Bildpunkt,pixel,m,
Bildschirm,screen; monitor; display,m/m/m,  
Bildschirmabzug,the screen shot showing the current screen image,m,computing] 
Bildschirmfoto,screenshot,n,
Bildschrimmaske,a mask displaying all the widgets,f,"computing, graphical user interface] "
Bildstein,surname; Bildstein (municipality),prop} {n/prop} {n, 
Bildteppich,"tapestry [a heavy woven cloth with decorative pictorial designs, normally hung on walls.]",m,
Bildung,"cultivation, refinement, education, culture; formation, creation",f/f, 
Bildungseinrichtung,"education institution, educational establishment, educational institute, training facility",f,
Bildungselement,formant,n,linguistics] 
Bildungsministerium,education ministry,n,
Bildungsroman,"A bildungsroman, a novel of personal maturation",m,
Bildungssprache,a dialect or register of language used in eduction or training,f,"education, linguistics] "
Bildungswesen,"education, education sector, education system",n,education] 
Bildunterschrift,caption of a picture,f,
Bildvorschau,"preview image, thumbnail (a miniature preview of a larger image)",f,computing] 
Bildwörterbuch,"picture dictionary, visual dictionary",n,
Bilingualismus,bilingualism (condition of being bilingual),m,
Bilirubin,bilirubin,n,biochemistry] 
Biliverdin,biliverdin,n,biochemistry] 
Billard,billiards,n,
Billet,alternative spelling of Billett,n,"Switzerland, rare] "
Billeteur,"usher; conductor (of a train, bus, etc.)",m/m,"Austria]  Swiss, dated] "
Billett,"ticket (for a train, plane or other means of transportation); ticket (for a concert, show, etc.); driving licence; a brief piece of writing; a short informal letter; billet; correspondance card, greeting card",n/n/n/n/n,"current in Switzerland, Belgium, Luxembourg, archaic in Austria, dated elsewhere]  current in Switzerland, archaic in Austria, dated elsewhere]  Switzerland, colloquial]  archaic, outside, Austria]  archaic, outside, Austria] "
Billiard,billiards,n,
Billiarde,quadrillion (10^15),f,
Billigheimer,cheapjack (someone selling cheap goods or offering cheap services),m,colloquial] 
Billigkeit,equity; fairness; cheapness,f/f/f,law]   
Billigung,"approval, acceptance",f,
Billion,"A long scale billion, 10^12; a short scale trillion",num,
Billionär,"literally billionaire, but due to different counting systems the meaning is actually trillionaire",m,
Biltong,biltong,n,"Namibia, South Africa] "
Bimbes,money,m} {n,regional] 
Bimbo,"nigger (dark-skinned person, especially from Africa); servant; someone who does unpleasant works for another",m/m,"offensive, ethnic slur]  colloquial, slightly, vulgar, possibly, offensive] "
Bimetall,bimetal,n,
Bimetallmünze,bimetallic coin,f,
Bimmelbahn,A small train or tram equipped with a bell; A trackless train,f/f, 
Bims,pumice,m,
Binde,"bandage; sanitary napkin, menstrual pad, maxi pad (Damenbinde)",f/f, 
Bindegewebe,connective tissue,n,
Bindeglied,"connecting part, joiner, copula, link",n,
Bindehaut,conjunctiva,f,anatomy] 
Bindehautentzündung,pinkeye,f,
Bindehemmer,ZWNJ,m,
Bindelaut,offglide,m,linguistics] 
Bindemittel,"binder, thickener; cement",n/n, 
Bindenameisenwürger,barred antshrike,m,
Binder,"girder, tie; binder; surname",m/m/prop} {mf,  
Bindestrich,hyphen (symbol used to join words or to indicate a word has been split),m,
Bindevokal,vocalic interfix; thematic vowel,m/m,linguistics]  linguistics] 
Bindewort,conjunction,n,grammar] 
Bindfaden,"thread, cord",m,
Bindung,"commitment, obligation; bond, attachment",f/f, 
Bindungsabstand,bond length,m,
Bindungsdissoziationsenergie,bond dissociation energy,f,
Bindungsenergie,binding energy,f,
Bindungskraft,"binding force; bond force, bonding force, linkage force; bonding force; conclusive effect",f/f/f/f,physics]  technology]  sociology]  economics] 
Bindungslänge,bond length,f,chemistry] 
Bindungsorbital,bonding orbital,n,
Bindungsordnung,bond order,f,chemistry] 
Bindungspartner,binding partner,m,"physics, chemistry] "
Bindungsstelle,binding site,f,biochemistry] 
Bindungstypus,bond type,m,chemistry] 
Bindungsvermögen,binding capacity,n,chemistry] 
Bindungswinkel,bond angle,m,chemistry] 
Bingelkraut,mercury (Mercurialis gen. et spp.),n,
Bingo,bingo (game),n,
Binkel,a bundle; an affectionate term for a child,m/m,Austria]  Austria] 
Binnen-I,word-internal capital I,n,typography] 
Binnenflexion,internal inflection,f,morphology] 
Binnenland,inland,n,
Binnenländer,inlander,m,
Binnenländerin,feminine noun of Binnenländer,f,
Binnenmajuskel,camel case,f,
Binnenreim,internal rhyme,m,
Binnenschiffahrt,obsolete spelling of Binnenschifffahrt,f,
Binnenschifffahrt,"inland water transportation, inland water transport",f,
Binnenwirtschaft,domestic economy,f,
Binnewies,surname,prop,
Binom,binomial,n,math] 
Binomialkoeffizient,binomial coefficient,m,
Binse,"bent (grass); state of failure, wreckedness, almost exclusively in the following construction:",f/f," regional, colloquial] "
Binsenwahrheit,truism,f,
Binsenweisheit,truism,f,
Binärkompatibilität,"binary compatibility, binary code compatibility",f,computing] 
Bio,short for Biologie; short for biologisch,noun/adj, 
Bio.,abbreviation of Billion or Billionen,num,
Bioalkohol,"bioalcohol, bioethanol",m,
Biobauer,a farmer that practices ecologically sustainable agriculture,m,
Biochemie,biochemistry,f,
Biodiesel,biodiesel,m,
Biodiversität,biodiversity,f,
Bioelektrizität,bioelectricity,f,
Biogas,biogas,n,
Biogenese,biogenesis,f,
Biogeochemie,biogeochemistry,f,oceanography] 
Biograf,biographer (male or of unspecified sex),m,
Biografie,biography,f,
Biograph,alternative spelling of Biograf,m,
Biographie,alternative spelling of Biografie,f,
Bioinformatik,bioinformatics,f,computer science] 
Biokraftstoff,biofuel,m,
Biokunststoff,bioplastics,m,
Bioladen,"health food store, store stelling organic food",m,
Biologe,biologist (male or of unspecified sex),m,
Biologie,biology,f,
Biologin,biologist (female),f,
Biologismus,"biologism, biological determinism",m,
Biolumineszenz,bioluminescence,f,
Biom,biome,n,
Biomasse,biomass,f,
Biomaterial,biomaterial,n,
Biometrie,biometrics,f,
Biomolekül,biomolecule,n,
Bioorganik,bioorganic chemistry,f,
Biophilie,biophilia,f,
Biophysik,biophysics,f,
Biopsie,biopsy,f,medicine] 
Biosensor,biosensor,m,
Biosphäre,biosphere,f,
Biosprit,biofuel,m,
Biosynthese,biosynthesis,f,biochemistry] 
Biotechnologie,biotechnology (the application of the principles and practices of engineering and technology to the life sciences),f,
Bioterrorismus,bioterrorism,m,
Biotin,biotin,n,biochemistry] 
Biotit,biotite,m,mineral] 
Biotop,biotope (geographical area),n,
Bioverfügbarkeit,bioavailability,f,
Biphenyl,biphenyl,n,organic compound] 
Bipolartransistor,bipolar junction transistor,m,electronics] 
