term,definition,POS,notes
bistouri,"bistoury, surgical knife",m,
bistrage,"darkening, blackening",m,
bistre,bistre; bistre,adj/m, 
bistrer,"to darken, blacken; to be mesmerized",v/v, 
bistro,bistro,m,
bistronomie,"bistro-style gastronomy, characterised by good food in small portions",f,
bistronomique,bistronomic,adj,
bistronomiquement,bistronomically,adv,
bistrot,alternative form of bistro; publican,m/m, 
bistré,swarthy; tanned,adj/adj, 
bisulce,alternative form of bisulque,adj,
bisulfate,bisulfate,f,inorganic chemistry] 
bisulfure,disulfide,m,inorganic chemistry] 
bisulque,cloven (foot of an animal),adj,
bisérial,biserial,adj,
bit,bit,m,computing] 
bitch,"bitch (disagreeable, despicable woman)",f,
bitcoin,bitcoin,m,
bite,"knob, cock, dick",f,"slang, vulgar] "
bitension,twin-voltage,adj,
biter,"to humiliate, con, dupe, deceive",v,
biterrois,"from, or pertaining to Béziers",adj,
bitonal,bitonal,adj,music] 
bitord,A thin (two-ply or three-ply) rope,m,nautical] 
bitransitif,ditransitive,adj,grammar] 
bitte,"bitt, bollard, mooring post; alternative spelling of bite; cock, dick, prick",f/f,nautical]  slang] 
bitter,"to understand, usually used in negative form and especially with rien",vt,slang] 
bitube,twin-tube; two-barrelled,adj/adj, 
bitumage,asphalting,m,
bitume,bitumen,m,
bitumer,to asphalt,vt,
bitumier,a ship used to transport bitumen,m,
bituminer,To bituminize,v,
bitumineux,bituminous,adj,
bituminisation,bituminization,f,
bituminiser,To bituminize,v,
biturbine,(of a helicopter) twin-rotor,adj,
biture,"blotto, drunk",adj,"European French, slang] "
biunivoque,"biunivocal, bijective",adj,maths] 
bivalence,bivalence,f,
bivalent,bivalent,adj,
bivalve,bivalve,m,
bivariance,bivariance,f,maths] 
bivarié,bivariate,adj,maths] 
bivouac,bivouac (encampment for the night),m,
bivouaquer,To bivouac,v,
bixine,bixin,f,organic compound] 
bizantin,Byzantine,adj,
bizarre,"bizarre, odd; peculiar, quaint",adj/adj, 
bizarrement,bizarrely,adv,
bizarrerie,bizarreness; bizarrerie; something which is bizarre,f/f, 
bizarroïde,"bizarre, strange",adj,
bizet,Bizet sheep,m,
bizou,alternative spelling of bisou,m,
bizut,probationer; debutant; freshman,m/m/m,"  slang, education] "
bizutage,"hazing, initiation ritual",m,
bizuter,To haze (subject to an initiation),v,
bizuth,alternative spelling of bizut,m,
bière,beer; bier; coffin,f/f/f,  
bièvre,beaver (mammal),m,archaic or dialectal] 
biélorusse,Belarusian (from or pertaining to Belarus); Belarusian (language of Belarus),adj/m, 
bla-bla,"blah, chit-chat, meaningless talk intended to deceive",m,
bla-bla-bla,alternative spelling of bla-bla,m,
blabla,alternative spelling of bla-bla,m,
blablabla,alternative spelling of bla-bla,m,
blablater,"to chit-chat, to engage in small talk",v,
black,relating to a black person or culture; black person,adj/mf, 
black-bottom,The Black Bottom (dance),m,
blackboulage,blackballing,m,
blackbouler,to blackball,vt,
blacklister,blacklist (to place on a blacklist),v,
blackstonie,yellowwort,f,
blafard,"pale, wan, pallid",adj,
blague,pouch; joke; a penis,f/f/f,"  Louisiana French, Cajun French] "
blaguer,"to joke, to joke about",v,
blagueur,joker (person who makes jokes),m,
blagueuse,feminine noun of blagueur,f,
blair,"nose: conk, hooter, schnozzle",m,slang] 
blaireau,badger; shaving brush; fool,m/m/m,  colloquial] 
blairer,to stand (the sight of),vt,"slang, often, in the negative] "
blairie,A former tax on grazing animals (in medieval France),f,historical] 
blairisme,Blairism,m,
blanc,"white color; blank, unused; blank, without expression; white (color); silence while in a dialog; empty space, on a leaf of paper or in a form; white wine; white person, person with a white complexion; white, egg white; white meat; correction fluid, whiteout, Tippex",adj/adj/adj/m/m/m/m/m/m/m/m,"  figurative, one's look]     colloquial]     "
blanc-bec,greenhorn,m,"colloquial, pejorative] "
blanc-estoc,alternative form of blanc-étoc,m,
blanc-manger,blancmange,m,
blanc-russien,White Russian (Belarusian),adj,
blanc-seing,signed (blank) document; carte blanche,m/m, figuratively] 
blanc-étoc,"The total cutting-down of a forest, wood etc",m,
blanchaille,whitebait (young of various species of fish),f,
blanche,"minim, half note",f,music] 
blanchement,cleanly; in clean clothes,adv/adv, 
blanchet,"whitish; A grey, woolen cloth",adj/m, 
blancheur,whiteness,f,
blanchiment,bleaching; laundering (especially of money); blanking,m/m/m,  
blanchir,"to launder, wash; to make white; to whiten; to grow or become white; to blanch or bleach; to launder; whitewashing [a deliberate attempt to conceal unpleasant or incriminating facts about a person or organization in order to protect their reputation]",v/v/v/v/v/v,    money]  
blanchissage,"laundering, laundry, washing; shutout",m/m, ice hockey] 
blanchissement,washing; whitening,m/m, 
blanchisserie,laundry,f,
blanchisseur,laundry-worker,m,
blanchisseuse,laundress,f,
blanchâtre,whitish,adj,
blanco,"correction fluid, whiteout, Tippex",m,
blandice,(almost exclusively in the plural) blandishment,f,
blanquette,A variety of white grapes; The white sparkling wine produced from this grapevine; A type of summer white pear; The first clear distillation of a brandy; blanquette (white meat stew which is not browned); silverware,f/f/f/f/f/f,"uncountable]  countable or uncountable]  countable]  countable or uncountable]  countable or uncountable]  uncountable, slang, popular] "
blanquisme,Blanquism,m,
blanquiste,Blanquist; Blanquist,mf/adj, 
blase,name; nose,m/m,slang]  slang] 
blasement,"blunting, dulling",m,
blaser,"to blunt, dull",v,
blason,heraldry (as a field of study); a coat of arms; blazon (description of a coat of arms); A form of poetry describing the parts of a female beloved in a series of metaphors,m/m/m/m,heraldry]  heraldry]  heraldry]  
blasonnement,blazon (description of a coat of arms),m,heraldry] 
blasonner,to blazon,vt,
blasphème,blasphemy,m,
blasphémateur,blasphemer,m,
blasphématoire,blasphemous,adj,
blasphématrice,feminine singular of blasphémateur,f,
blasphémer,to blaspheme,v,
blaste,blast,m,cytology] 
blastocyste,blastocyst,m,
blastocèle,blastocoel,f,
blastoderme,blastoderm,m,
blastodisque,blastodisk,m,
blastogenèse,blastogenesis,f,
blastome,blastoma,m,pathology] 
blastomycose,blastomycosis,f,
blastomère,blastomere,m,
blastoporale,blastoporal,adj,
blastopore,blastopore,m,embryology] 
blastula,blastula,f,
blastème,blastema,m,
blasé,"blasé, jaded",adj,
blatte,cockroach,f,
blatèrement,grunt (or bleat) of a camel,m,
blatérer,"to bleat (of a sheep, to make a sound); to bray (of a camel, to make a sound)",v/v, 
blaugrana,"of or relating to FC Barcelona, a football team from Barcelona",adj,
blazer,blazer (jacket),m,
bled,village,m,somewhat pejorative] 
bleime,an inflammation of a horses hoof,f,
blende,blende,m,mineral] 
blennie,blenny,f,
blennorragie,gonorrhea (STD),f,
blennorragique,gonorrheal,adj,
blennorrhée,blennorrhea,f,pathology] 
blessant,"wounding, offensive, hurtful",adj,
blesser,"to wound, to injure; to hurt one's feelings, to offend; to injure oneself",v/v/vr, figuratively]  
blessure,wound,f,
blessé,"injured, wounded; injured (person), wounded (person)",adj/m, 
blet,overripe,adj,
blette,Swiss chard,f,
blettir,To overripen,v,
blettissement,overripening,m,
blettissure,overripening,f,
bleu,"blue; very rare, underdone; the color blue; blue cheese; rookie, new recruit, raw recruit; bruise; billiard chalk; a supporter of the Conservative Party",adj/adj/m/m/m/m/m/m," of meat]      billiards, snooker]  Canada] "
bleuet,cornflower (flower); North American blueberry (Vaccinium angustifolium),m/m, Canada] 
bleuetière,Place where blueberries are commercially grown,f,Quebec] 
bleuir,"to make blue, turn blue; to turn blue, go blue",vt/vi, 
bleuissable,able to be made blue,adj,
bleuissement,"turning blue, blueing",m,
bleusaille,new recruit,f,"military, slang] "
bleuter,synonym of bleuir,v,
bleuté,bluish (somewhat blue in colour/color),adj,
bleuâtre,bluish,adj,
bliaud,alternative form of bliaut,m,
bliaut,bliaut,m,
blidéen,Of or from Blida,adj,
blindage,"armour, armour plating",m,
blinde,pieces of wood used as cover or protection,f,"military, historical, in the plural] "
blinder,to armor; to reinforce,v,
blindé,"armoured, armour-plated; reinforced; hardened, immune; pissed, hammered (drunk); rich, minting it; armored vehicle in general",adj/adj/adj/adj/m,military]   slang]  slang]  military] 
blini,blini,m,
blister,blister pack,m,
blizzard,blizzard,m,
bloc,"a block (e.g., of wood); a bloc, an alliance; a pad of paper; block (of memory, of code)",m/m/m/m,   computing] 
bloc-note,alternative spelling of bloc-notes,m,
bloc-notes,notebook (book),m,
blocage,"block (e.g. of traffic); block (act of physically blocking); block (obstruction); block, blocking; blockage; locking (of brakes)",m/m/m/m/m/m,   Internet]   
blochet,"railroad tie, sleeper",f,
blockbuster,blockbuster (film),m,
blockhaus,log cabin; blockhouse,m/m, 
blocus,blockade; Holiday period in higher education allowing students preparation time for their exams; revision break,m/m,military]  Belgium] 
blog,blog,m,Internet] 
bloggeur,alternative form of blogueur,m,
bloggeuse,feminine noun of bloggeur,f,
blogguer,alternative form of bloguer,v,Internet] 
blogosphère,blogosphere,f,
blogue,blog,m,Internet] 
bloguer,to blog,v,Internet] 
blogueur,blogger,m,
blogueuse,feminine noun of blogueur,f,
blond,blond (of a pale golden colour); blond (having blond hair); blond (all senses),adj/adj/m,  
blondasse,"blonde, dumb blonde",f,pejorative] 
blonde,"blonde, female with blonde hair; light beer; girlfriend",f/f/f,"  Canada, Louisiana, colloquial] "
blondeur,blondeness,f,
blondine,A blond (fair haired) female,f,
blondinet,blond boy; fair-haired boy,m,
blondinette,blonde (fair-haired girl),f,
blondir,to dye blond; To brown (cook slightly to give some color),v/v, cooking] 
bloomer,bloomers,m,
bloquant,blocking,adj,
bloquer,"to block (physically), to barricade, to obstruct; to jam, to wedge, to fix in place; to freeze (e.g. prices); to defeat; to block, to impede, to hinder; To freeze, to lock up; To become jammed; To retreat",v/v/v/v/v/vr/vr/vr,     of a computer program]   
bloqueur,blocker,m,
bloquiste,"A member of the Bloc Québécois, a Bloquiste; Pertaining to the Bloc Québécois, Bloquiste",mf/adj,Canadian politics]  Canadian politics] 
bloqué,blocked,adj,
blottir,"to snuggle, to huddle",vp,
blousant,loose-fitting,adj,
blouse,uniform or coat with buttons down the front; any one of the holes on a billiards table,f/f, 
blouser,To bilk; to con; To blouse; To transfer into the billiards hole (blouse),vt/vi/vt,  
blouson,blouson,m,
bluejean,blue jeans (denim trousers),m,
blues,blues (music); blues (depression),m/m, 
bluette,"trifle (unimportant thing, especially a small, unpretentious book)",f,
bluff,bluff,m,chiefly card games] 
bluffant,impressive,adj,
bluffer,to bluff,v,
bluffeur,bluffer (one who bluffs),m,
bluffeuse,feminine noun of bluffeur,f,
bluter,"to sift, to sieve, especially the flour from the bran",v,
blâmable,blameworthy; reprehensible,adj/adj, 
blâme,blame,m,
blâmer,to blame,v,
blèche,"soft, pliable; ugly; bad",adj/adj/adj,"dated]  slang]  slang, of food] "
blème,"problem, worry, trouble",m,slang] 
blèsement,alternative form of blésement,m,
blé,"wheat, corn; dough, cash",m/m, slang] 
blédard,"foreign, especially North African; An Immigrant from North Africa",adj/m, 
blépharite,blepharitis,f,diseases] 
blésement,lisping,m,
bléser,To lisp,v,
blésité,lisping,f,
blésois,Of or from Blois,adj,
blême,"pale, wan",adj,
blêmir,to whiten; to become pale; to blanch,v,
blêmissement,"whitening, blanching",m,
boa,boa (snake); boa (scarf),m/m, 
boat-people,"boat person, boat people",mf,
bob,"bucket hat, fishing hat",m,
bobard,fib (a more or less inconsequential lie),m,"colloquial, often, in plural] "
bobettes,briefs,fp,Quebec] 
bobeur,A bobsledder,m,
bobeuse,feminine noun of bobeur,f,
bobinage,winding onto a bobbin,m,
bobine,"bobbin; reel, spool; drum",f/f/f,  
bobiner,to wind onto a bobbin,vt,
bobinoir,coil winder,m,
bobo,"boo-boo (pain or injury); bobo, boho",m/mf,childish]  
bobolais,From or relating to Bobo-Dioulasso,adj,
bobologie,Treatment of minor injuries such as scrapes and bruise,f,medicine] 
bobonne,"dear, honey; missus, wife, partner",f/f,"dated, colloquial]  dated, colloquial] "
bobsleigh,bobsleigh,f,
bobèche,bobèche (cup or ring at the top of a candlestick); clown,f/m, 
boc,type of horse-drawn carriage,m,Norman dialect] 
bocage,"grove; mixed woodlands and pastures; hedgerow country, a rural landscape where parcels are separated by slightly elevated hedgerows",m/m/m,dated]   
bocager,woodland (attributive),adj,
bocagère,of the woodlands,adj,
bocal,jar; (fish) bowl,m/m, 
boche,"Boche, Kraut, German",mf,"pejorative, slang, ethnic slur] "
bock,a beer glass having the capacity of approximately a quarter of a litre; the content of such a beer glass,m/m, 
bodybuilding,bodybuilding,m,
boeuf,nonstandard spelling of bœuf,m,
bof,"so what, never mind, whatever, meh",interj,
bog,An ombrotrophic peatland,m,ecology] 
bogatyr,bogatyr,m,
bogey,bogey,m,golf] 
bogue,"chestnut burr; a species of ray-finned fish, Leporinus obtusidens; boxfish; bug",f/f/f/m,   computing] 
boguet,moped,m,
boguey,bogey,m,"golf, Quebec] "
bohrium,bohrium,m,
bohème,Bohemian; a Bohemian; the Bohemian lifestyle,adj/mf/f,  
bohémien,"gypsy, Romani; Bohemian (of or from Bohemia)",m/adj, 
bohémienne,female equivalent of bohémien,f,
bohémium,bohemium,m,
bohême,alternative form of bohème,m,
boire,to drink,vit,
bois,"wood (material); wood, woodland; antler; woodwind",m/m/m/m,   
boisement,afforestation,m,
boiser,to panel [a room with wooden panels]; to afforest; to hit the ball with the frame (wood) of the racket,vt/vt/vt,  tennis] 
boiserie,panelling; wood trim,f,
boisseau,bushel (measure and vessel); hollow cylinder (of various types),m/m, 
boisson,drink (consumable liquid); drink (a serving of drink),f/f, 
boisé,wooded,adj,
boite,alternative spelling of boîte,f,
boitement,"limp (an irregular, jerky or awkward gait)",m,
boiter,"to limp (to walk lamely, as if favouring one leg)",v,
boiterie,limp; lameness,f/f, 
boiteux,"lame, limping; wobbly, shaky; embroidered on one side only; clumsy; unstable; cripple, lame person",adj/adj/adj/adj/adj/m," of furniture]  of ribbon, textiles]  of a phrase, sentence]  of peace, a truce]  "
boitier,case; package,m/m, computing] 
boitiller,to hobble; to limp slightly,vi,
boko,Boko language,m,
bol,bowl; luck,m/m, 
bolchevik,alternative form of bolchévique,adj,
bolchevique,Bolshevik; Bolshevik,adj/mf, 
bolchevisation,Bolshevization,f,
bolcheviser,To bolshevize,v,
bolchevisme,Bolshevism,m,
bolcheviste,Bolshevik,mf,
bolchévik,alternative form of bolchévique,adj,
bolchévique,Bolshevik; Bolshevik,adj/mf, 
bolchévisation,alternative form of bolchevisation,f,
bolchévisme,alternative form of bolchevisme,m,
bolchéviste,Bolshevist,adj,
bolet,bolete (type of mushrooms),m,
bolide,"fireball; fast racing car; speedster, high-powered car",m/m,astronomy]  by analogy] 
bolivar,bolivar,m,
bolivarianisme,alternative form of bolivarisme,m,
bolivarien,Bolivarian,adj,
bolivarisme,Bolivarianism,m,
bolivariste,Bolivarian,mf,
bolivien,Bolivian (of or pertaining to Bolivia or its people or culture),adj,
bollywoodien,Bollywoodian,adj,
bolognais,Bolognese,adj,
bolométrique,bolometric,adj,
bolon,bolon (traditional harp); Bolon (language),m/m, 
bolonais,of or from Bologna,adj,
bolos,"[derogatory] black market customer; customer to a drug dealer; [derogatory] a person that can be scammed or ripped off; [derogatory] a lame person, a fool",m/m/m,slang]  slang]  slang] 
bolée,bowlful,f,
boléro,bolero (music genre); bolero (dance),m/m,uncountable]  countable and uncountable] 
bombage,"bending; swelling (especially of food containers); spray-painting, tagging",m/m/m,glassblowing]   
bombance,feast,f,
bombardement,"bombing, bombardment (action of setting off a bomb)",m,
bombarder,"to shell, blitz",v,
bombardier,"artilleryman, bombardier; bomber",m/m,archaic]  aircraft] 
bombardier-torpilleur,torpedo bomber,m,aircraft] 
bombardon,"bombardon, certain bass instruments, notably a tuba",m,
bombe,"bomb (a device filled with explosives); aerosol (either the substance or the container); a hottie, a bombshell; globular glass vessel; demijohn, carboy; bombe glacée, a frozen dessert consisting of two or more different kinds of ice cream, often with a light, frothy center made of eggs and sugar, frozen in a melon-shaped mold; ellipsis of bombe météorologique or bombe météo or bombe cyclonique",f/f/f/f/f/f,  colloquial]    
bomber,"to bulge; to cower, to bend; to move, walk quickly; to spray-paint (especially of taggers or graffiti artists); bomber jacket",vir/v/v/v/m, figurative]  colloquial]  colloquial]  
bombeur,"tagger, graffiti artist",m,
bombeuse,feminine singular of bombeur,f,
bombique,bombic,adj,
bombure,"bulge, camber",f,
bombycique,bombycic,adj,
bombé,"rounded, convex",adj,
bon,"good; right, correct; sexy, hot, smoking hot; voucher, ticket, coupon",adj/adj/adj/m,"  slang, slightly derogatory, of a woman]  "
bonace,"calmness, tranquility (especially before a storm or something of equal intensity)",f,
bonapartisme,Bonapartism,m,
bonapartiste,Bonapartist; Bonapartist,adj/mf, 
bonasse,"meek, easy-going, simple-minded; sexy, hot",adj/adj, colloquial] 
bonassement,"meekly, simplemindedly; sexily",adv/adv, 
bonbec,"sweet, bonbon, candy",m,colloquial] 
bonbon,"sweet, candy; expensive",m/adv, slang] 
bonbonne,"demijohn, carboy; gas cylinder",f/f, 
bonbonnière,"candy box; small, exquisite house",f/f," figuratively, familiar, slang, colloquial] "
bond,"jump, bound, leap; bounce",m/m, 
bonde,"a plug, a bung",f,
bonder,To fill up,v,
bondien,Relating to James Bond,adj,
bondieuserie,"bondieuserie, religious knick-knack",f,
bondir,"to bounce, spring, jump",v,
bondissant,"bouncing, jumping",adj,
bondon,bung; type of French cheese resembling a bung; bung-hole; bar of soap,m/m/m/m, by extension]   
bondonner,To bung or to plug,v,
bondonnière,auger used by a cooper,f,dated] 
bondrée,honey buzzard (of genus Pernis or Henicopernis),f,
bondé,"crowded, packed",adj,
bongare,krait,m,
bonheur,happiness,m,
bonheur-du-jour,bonheur du jour (lady's writing desk),m,"historical, furniture] "
bonhomme,"fellow, chap; scarecrow",m/m, Louisiana French] 
boni,profit,n,
boniche,alternative form of bonniche,f,
bonifier,to improve,v,
boniment,"patter, pitch, spiel, sales talk",m,
bonisme,alternative spelling of bonnisme,m,
bonjeanie,canary clover (Dorycnium hirsutum),f,
bonjour,greetings; hello (general salutation); Good day; good morning; goodbye,m/interj/interj,"  Québec, Louisiana] "
bonjour/hi,Good day,interj,Montreal] 
bonnard,nice,adj,
bonnasse,"a hottie, a bombshell, a stunna",f,"slang, slightly derogatory] "
bonne,maid,f,
bonne-main,tip,f,Switzerland] 
bonne-maman,"granny, grandma",f,
bonnement,"really, exactly; simply",adv/adv,archaic]  
bonnet,"beanie; hat, cap; bonnet (for baby); a knitted hat, usually woollen; cup (of bra)",m/m/m/m/m,    
bonneteau,three-card monte,m,
bonneterie,hosiery,f,
bonneteur,three-card trickster,m,
bonnetier,hosier,m,
bonnetière,feminine singular of bonnetier,f,
bonnette,windshield,f,
bonniche,skivvy,f,
bonnisme,do-goodism (activity of one who sees themselves as morally superior),m,
bonobo,bonobo,m,
bonrien,"a good for nothing, a useless person",m,"Louisiana French, ] "
bonsaï,bonsai,m,
bonsoir,good evening,interj,
bonté,"goodness, kindness",f,
bonus,premium; bonus,m/m, 
bonze,"bonze, Buddhist priest",m,
boo,Boo,m,linguistics] 
booker,"to book, reserve",v,
bookmaker,bookmaker (betting),m,
boolien,Boolean,adj,
booléen,Boolean,adj,
boom,boom (dramatically fast increase),m,
boombox,boom box,m,
boomerang,boomerang,m,
boostage,"boost, boosting",f,
boqueteau,copse,m,
boracique,"boracic, boric",adj,
borain,Of or from Borinage,adj,
borasse,borassus palm,m,
borate,borate,m,
boraté,borated,adj,
borborygme,borborygmus,m,
bord,"border, edge, limit ; boundary; side; rim; shore",m/m/m/m,   
bordeau,alternative form of bordel,m,
bordeaux,claret (colour); Bordeaux (wine),adj/m, 
bordel,"brothel; bloody mess [UK], goddamn mess [especially US]; bloody hell! [UK], Christ almighty!",m/m/interj,"colloquial]  slang]  coarse, slang] "
bordelais,from Bordeaux,adj,
bordement,bordering,m,
border,to border (add a border to); to border (share a border with),v/v, 
bordigue,"fishweir, fishgarth",f,
bordiguisme,Bordigism,m,
bordiguiste,Bordigist,adj,
bordure,border (the outer edge of something); bordure; The foot of a sail,f/f/f, heraldiccharge]  nautical] 
bordé,bordered,adj,heraldry] 
bordée,broadside,f,nautical] 
bordélique,"messed-up, chaotic",adj,vulgar] 
bore,boron,m,
borgne,one-eyed; blind (used for windows or walls); having a poor reputation; one-eyed person,adj/adj/adj/mf, architecture]  pejorative]  
borgésien,Borgesian (characteristic of Jorge Luis Borges),adj,
borie,farm; a shelter with walls formed by stacking rocks (without using mortar),f/f,"Aquitaine, obsolete]  Provence] "
borique,boric,adj,inorganic chemistry] 
bornage,demarcation (of a boundary),m,
borne,bollard such as those used to restrict automobiles off a pedestrian area; territorial boundary marker; territorial or geographical border; milestone such as those alongside a roadway; a kilometre; mark; machine,f/f/f/f/f/f/f,    slang]   
borne-abreuvoir,a combination drinking fountain and fire hydrant; a fire hydrant with a drinking fountain attachment on it,m,
borne-fontaine,fire hydrant,f,
borner,"to limit, confine; to confine oneself (à faire to doing something); to content oneself",v/vp/vp,  
bornier,terminal block,m,
borné,narrow; narrow-minded; (mathematics) bounded,adj/adj/adj,  
bornéol,borneol,m,organic compound] 
bornésite,palm syrup from Borneo,f,
borohydrure,borohydride,m,inorganic chemistry] 
boromagnésite,boromagnesite,f,mineral] 
borosilicaté,borosilicate (attributive),adj,
borosphérène,borospherene,m,
borroméen,Borromean,adj,
bortsch,borscht,m,
boruration,boriding,f,
borure,boride,m,
boré,boron (attributive),adj,
boréal,boreal,adj,
borélien,borelian,adj,maths] 
boscard,A person who lives as a parasite of the rich or powerful,m,obsolete] 
bosco,"boatswain, skipper",m,nautical] 
bosniaque,Bosnian (of or from Bosnia); Bosnian (language),adj/m, 
bosnien,"Bosnian (of, from or pertaining to Bosnia); Bosnian (the language)",adj/m, 
boson,boson,m,particle] 
bosonique,bosonic,adj,physics] 
bosquet,a clump of trees; a grove,m,
boss,boss (leader),mf,
bosse,bump (small elevated level); hump (of e.g. a camel or zebu); dent (in e.g. a car panel); mogul,f/f/f/f,   freestyle skiing] 
bosseler,to emboss,vt,
bosser,to raise an anchor over the davit(s); to work (to do a task),v/v,"nautical]  France, slang] "
bosseur,hard-working; hard worker; swot; male mogulist (moguls freestyle skier),adj/m/m/m,   skiing] 
bosseuse,female equivalent of bosseur,f,
bossoir,davit,m,nautical] 
bossu,hunchback; hunchback,adj/m, 
bossue,feminine noun of bossu,f,
bossué,"humped, bossed, lumpy",adj,dated] 
bostonien,Bostonian,adj,
bostonner,To dance the Boston (dance),v,
botanique,botanical (of or pertaining to botany); botany,adj/f, 
botaniquement,botanically,adv,
botaniser,to botanize,v,
botaniseur,botanizer,m,
botaniseuse,feminine noun of botaniseur,f,
botaniste,botanist,mf,
botox,Botox,m,
botoxer,To treat with Botox,v,
botrytique,botrytic,adj,
botswanais,of or relating to Botswana,adj,
botte,"boot (footwear); something resembling a boot; oppression; the top of the class in polytechnic school; bunch, bundle (of flowers, vegetables); bundle, sheaf (of grain); bale (bundle of compressed wool or hay); fodder or feed for small livestock; a bundle of skeins; bunch (large amount of something); sex, proposed to a woman by a man; bale (measurement of hay weighing 30-50 kg); thrust; ton, register ton (unit of a ship's capacity equal to 100 cubic feet); large barrel, cask; a former unit of measure: about 230 kilograms; about 500 pounds; a former unit of measure, varying with time and place: about 190 to 520 litres; about 50 to 140 US gallons",f/f/f/f/f/f/f/f/f/f/f/f/f/f/f/f/f,  figuratively]  polytechnic jargon]     by extension]    colloquial]   fencing]  nautical]   historical]  historical] 
botter,"to kick; to please, to like",v/v, slang] 
botterie,A workshop crafting boots; A shop selling boots,f/f, 
bottier,bootmaker,m,
bottillon,ankle boot,m,
bottin,"telephone directory, phone book",m,
bottine,(ankle) boot,f,
bottière,feminine noun of bottier,f,
bottom,bottom [passive in role],adj,"LGBTQ, slang] "
botté,Booted; wearing boots,adj,
botulique,botulinic,adj,
botulisme,botulism,m,
bou,type of Chinese tea,m,
bouana,"bwana, boss, master",m,Africa] 
boubou,boubou (African robe),m,
bouboule,fatty; fat person,m,"France, slang] "
bouc,buck (male goat); goatee,m/m, 
bouc-émissaire,alternative form of bouc émissaire,m,
boucan,"racket, hubbub (loud and unpleasant noise)",m,colloquial] 
boucane,smoke; steam,f/f,"Quebec, Acadia]  Quebec, Acadia] "
boucaner,to smoke meat,v,
boucanier,buccaneer,m,
boucaque,"nigger, sand nigger",m,"very, offensive] "
boucaud,synonym of crevette grise,m,
bouchage,"plugging, blocking; blockage",m/m, 
boucharde,A bush hammer; A granulating roller used to add marking to cement,f/f, 
bouche,mouth,f,
bouche-trou,"a second fiddle, a stopgap, a stand-in, a fill-in, a makeweight; a rebound (a person whose sole purpose is to fill a void left by another person)",m,"colloquial, offensive] "
bouche-à-bouche,"mouth-to-mouth resuscitation, mouth-to-mouth, kiss of life",m,
boucher,butcher; to cork up; to bung; to block up,m/v/v/v,   
boucherie,"butchershop; butchery, butchering (profession of the butcher); bloodbath, slaughter",f/f/f,  figuratively] 
bouchon,"cork, bung, stopper, plug; float (in angling); traffic jam; dongle; (small) restaurant; kid, mite, munchkin",m/m/m/m/m/m,   computing]   colloquial] 
bouchonner,to rub down,vt,
bouchonné,corky (wine),adj,
bouchot,mussel bed (of vertical posts),m,
bouchère,female equivalent of boucher; butcher's wife,f/f, 
bouché,"stuffy, stuffed up, blocked up, clogged up; thick, dumb",adj/adj,"colloquial, of the nose, of the ears]  colloquial] "
bouchée,mouthful; bouchée,f/f, 
bouclage,"the soft cut-off of a newspaper's edition grace period (ie. the time before stories / advertisements can no longer be accepted); the closing time; cordon, block",m/m,journalism]  
boucle,"loop (line returning to its origin); earring; buckle (of a belt, etc.); curl (of hair); ringlet; loop; loop jump; loop the loop (aircraft manoeuvre)",f/f/f/f/f/f/f/f, jewellery]     graph theory]  figure skating]  aviation] 
boucler,"to buckle (to fasten); to curl (make curly); to tie up (close, finish (e.g. an affair or case)); to shut; to curl up (become curly)",vt/vt/vt/vt/vi,   colloquial]  
bouclette,a small loop or buckle; (in particular) a small curl (of hair),f/f, 
bouclier,shield (anything which protects or defends),m,
bouclé,curly,adj,
bouddha,buddha,m,
bouddhique,Buddhist,adj,
bouddhisme,Buddhism,m,
bouddhiste,Buddhist; Buddhist,adj/mf, 
bouder,"to sulk, to pout; to frown upon, to be discontented with",v/vt, 
bouderie,pouting; sulk,f/f, 
boudeur,sulky (gloomy),adj,
boudin,"blood sausage, black pudding; (inflatable) tube, ring; fatty, lardy (person)",m/m/m,"approximately]   colloquial, pejorative] "
boudiner,to contort into the shape of a sausage,vt,
boudiné,podgy,adj,
boudoir,"boudoir; sponge, ladyfinger",m/m, 
boudotte,belly button,f,"colloquial, anatomy] "
boue,mud; dirt,f,
bouette,mud,f,Quebec] 
boueux,muddy,adj,
bouffable,edible; eatable,adj,"rare, slang] "
bouffe,"singer of comic operas (bouffes); comic opera; comic, amusing; grub (food)",m/m/adj/f,   slang] 
bouffer,"to eat; to eat, to worry; to consume in excess; to bash (criticise harshly)",vti/vt/vt/vt,"slang, colloquial]  slang, figuratively]  slang]  slang] "
bouffette,tuft; rosette,f/f, 
bouffeur,eater (person who eats),m,slang] 
bouffeuse,feminine noun of bouffeur,f,
bouffi,"puffy; swollen (with pride etc.); fatty, porker",adj/adj/m,  colloquial] 
bouffir,to cause to become swollen or puffy; to puff up,v/v, 
bouffissure,"swollen flesh, intumescence (especially referring to soft swellings without redness)",f,symptom] 
bouffon,"fool (person who entertained a sovereign); buffoon, fool (someone foolish); grotesque, silly, clownlike",m/m/adj,  
bouffonne,feminine noun of bouffon,f,
bouffonnement,"ridiculously, farcically; stupidly, hilariously",adv/adv, 
bouffonnerie,buffoonery; farce,f/f, 
bouffée,"puff (of wind, smoke and etc); surge, rush",f/f, figurative] 
bougainvillier,alternative form of bougainvillée,m,
bougainvillée,bougainvillea,f,
bouge,"hovel; dive; bulge, protuberance",m/m, 
