term,definition,POS,notes
acelga,chard,f,
acelomado,acoelomate,adj,zoology] 
acelular,acellular,adj,
acemilera,feminine noun of acemilero,f,
acemilero,muleteer,m,
acemite,bran,m,archaic] 
acenafteno,acenaphthene,m,organic compound] 
acendrado,"unspoilt, spotless",adj,
acendradísimo,superlative of acendrado,adj,
acendrar,to purify (metal),vt,
aceno,acene,m,organic compound] 
acenocumarol,acenocoumarin,m,pharmaceutical drug] 
acensar,alternative form of acensuar,v,
acensuar,to tax a piece of property,v,
acento,accent (typographical line); accent (variety of speech connected to a certain geographical region),m/m, 
acentor,accentor (bird of the Prunella genus),m,zoology] 
acentuación,"accentuation, stress; accent marks",f/f, 
acentuadamente,markedly,adv,
acentual,accentual,adj,
acentuar,"to accentuate (to pronounce with vocal stress); to accentuate (to mark with a written accent); to accentuate, to emphasize",vt/vt/vt,  
acepción,"sense, meaning; acceptance",f/f,semantics]  obsolete] 
acepillar,rare form of cepillar,vt,
acepromazina,acepromazine,f,
aceptabilidad,acceptability,f,
aceptable,acceptable,adj,
aceptablemente,acceptably,adv,
aceptación,acceptance (receiving of something offered),f,
aceptador,acceptor (one who accepts),m,
aceptante,accepting,adj,
aceptar,"to accept, to take up, to take up on; to agree; to come to terms with",vt/v/v,  
aceptarse,reflexive of aceptar,v,
aceptor,accepting; acceptor,adj/m, 
acequia,irrigation ditch,f,agriculture] 
acera,"pavement, sidewalk",f,
acerar,"to harden, to steel; to make sharp",v/v, 
acerbamente,"sourly, bitterly",adv,
acerbidad,"acerbity (sourness of taste); acerbity (harshness, severity)",f/f, 
acerbo,"acerb (bitter to the taste); acerbic (sour or bitter); biting, scathing, acerbic",adj/adj/adj,  
acerca,adjacent; only used in acerca de,adv/adv,archaic]  
acercamiento,"rapprochement, reconciliation",m,
acercar,"to bring close; to approach, to get close, to come",vt/vir, 
acercarse,reflexive of acercar,v,
acere,"man, bro, homie",m,"Cuba, slang, term of address] "
acerero,steel-making; Fan of Acereros de Monclova; steelworker,adj/m/m,  
acerería,alternative form of acería,f,
acerezado,cherrylike; cherry-flavoured,adj,
acerico,small pillow; pincushion,m/m, 
acerillo,obsolete form of acerico; orange-ball-tree,m/m, 
acero,"steel; sword, weapon; arms; tincture of steel",m/m/m/m, figuratively]  in the plural]  
acerola,"azarole, the fruit of the acerolo, Crataegus azarolus; acerola",f/f, 
acerolo,"the azarole, a Mediterranean shrub or small tree that produces the acerola, Crataegus azarolus",m,
acerrojamiento,bolting; locking,m,
acerrojar,"to lock, bolt, lock up (fasten with a lock)",vt,
acertadamente,aptly,adv,
acertadísimo,superlative of acertado,adj,
acertante,winning; winner,adj/mf, 
acertar,to hit upon; to be right,v/v, 
acertijo,riddle,m,
acervar,to pile up,vt,rare] 
acervo,heritage; heap,m/m, 
acería,steelworks (place where steel is manufactured and/or shaped),f,
acetal,acetal,m,organic chemistry] 
acetaldehído,"acetaldehyde, ethanal",m,organic compound] 
acetalización,acetalization,f,organic chemistry] 
acetamida,acetamide (amide of acetic acid),f,
acetaminofén,acetaminophen; paracetamol,m,
acetar,obsolete form of aceptar,v,
acetato,acetate,m,organic chemistry] 
acetificar,to acetify (convert into acid or vinegar),vt,
acetil,alternative form of acetilo,m,
acetilación,acetylation,f,
acetilcisteína,acetylcysteine,f,pharmaceutical drug] 
acetilcolina,acetylcholine,f,
acetilcolinesterasa,acetylcholinesterase,f,enzyme] 
acetileno,acetylene,m,organic chemistry] 
acetilgalactosamina,acetylgalactosamine,f,organic compound] 
acetilglucosamina,acetylglucosamine,f,organic compound] 
acetilmanosamina,acetylmannosamine,f,organic compound] 
acetilmurámico,acetylmuramic,adj,
acetilneuraminato,acetylneuraminate,m,
acetilneuramínico,acetylneuraminic,adj,
acetilo,acetyl,m,organic compound] 
acetilsalicilato,acetylsalicylate,m,
acetilsalicílico,acetylsalicylic,adj,
acetiltransferasa,"acetyltransferase, transacetylase",f,enzyme] 
acetiluro,acetylide,m,organic compound] 
acetoacetato,acetoacetic acid,m,organic compound] 
acetona,acetone,f,organic compound] 
acetonitrilo,acetonitrile,m,organic chemistry] 
acetosa,sorrel (plant),f,
acetre,situla,m,
acetrero,obsolete form of cetrero,m,
acetábulo,acetabulum,m,
acetímetro,acetimeter (an instrument),m,
aceytuni,synonym of raso: satin,n,obsolete] 
acezante,"puffing, panting or out of breath",adj,
acezar,to pant,vi,
aceña,"water mill; flour mill; water wheel; bulrush, cattail (Typha latifolia)",f/f/f,  plant] 
achacable,ascribable; attributable to,adj,
achacacheña,feminine noun of achacacheño,f,
achacacheño,Of or from the town of Achacachi in Bolivia; An inhabitant of the town of Achacachi in Bolivia,adj/m, 
achacar,to attribute (something to someone); to blame,v,
achachairú,Garcinia humilis (small tree grown for its fruit),m,Bolivia] 
achacoso,"sickly, ailing; chesty (having a cold)",adj/adj,colloquial]  colloquial] 
achaflanar,to chamfer,v,
achampanado,"bubbly, fizzy",adj,
achampañado,alternative form of achampanado,adj,
achantar,"to scare, to put off",v,colloquial] 
achaparrado,short and stubby (of vegetation or a person),adj,
achaparrar,to make or become stubby or chubby,v,
achaque,"minor sickness, malady especially a cold; default, failing; subject, issue, topic; period, menstruation",m/m/m/m,   colloquial] 
achatamiento,flattening,m,maths] 
achatar,to flatten,v,
achatarrar,to scrap (to dispose at the scrapyard),vt,
achelense,Acheulean; Acheulean,adj/m, 
achicamiento,humiliation; shrinking,m/m, 
achicar,"to make smaller, reduce, minimize; to humiliate, make someone feel small; to bale out (a boat)",vt/vt/vt,  
achicarse,"to get smaller, shrink; to eat humble pie",vr/vr, 
achicharrar,to scorch; To roast; boil (be very hot),v/vi, 
achichincle,"minion, servant",m,"pejorative, El Salvador, Honduras, Mexico] "
achichinque,alternative form of achichincle,m,
achichintle,alternative form of achichincle,m,
achicopalar,to sadden; upset,v,Central America] 
achicoria,chicory,f,
achinada,feminine noun of achinado,f,
achinado,"Chinese-looking; mulatto (three quarters African and one quarter Caucasian, or one quarter African and three quarters Caucasian); Chinese-looking person",adj/adj/m,  
achinar,to sinicize (make Chinese in form or character); to slant (one's eyes),vt/v, 
achiote,"achiote (Bixa orellana, a tropical American evergreen shrub); achiote (seed of the achiote shrub); achiote (orange-red dye obtained from achiote seeds)",m/m/m,Latin America]  Latin America]  Latin America] 
achira,"purple arrowroot, Canna indica; a confection made from this plant; a bread baked using arrowroot flour; the giant arrowhead, Sagittaria montevidensis",f/f/f/f, Colombia]  Colombia]  
achispado,tipsy (slightly drunk),adj,
achispar,to liven up; to get tipsy,vt/vr, 
achocolatar,"to turn into chocolate, or of chocolate color/colour",v,"rare, except in past participle] "
acholar,to shame; embarrass; to become ashamed,vt/vr,Latin America]  Latin America] 
acholo,shame,m,
achoque,any of a number of salamanders,m,
achorar,to act with hostility,v,Latin America] 
achu,A type of dance from Bolivia,m,
achuar,Achuar,adj,
achuchable,cuddly; huggable,adj,
achuchar,"to pet, to cuddle, smooch; to squeeze",v/v,colloquial]  colloquial] 
achuchón,"hug, squeeze; shove",m/m,colloquial]  colloquial] 
achuete,alternative form of achiote,m,Philippines] 
achura,offal,f,"South America, usually, in the plural] "
achín,"street vendor with low-quality wares; trinket, knick-knack",m/m,El Salvador]  Honduras] 
achís,achoo!,interj,
aciago,"unlucky, ill-fated, unfortunate",adj,
acial,"barnacle, twitch, a kind of pincers or vise to fix the mouth of a horse or similar animals to yield the opportunity of surgery twitch; riding crop, a short whip for goading",m/m,farriery]  farriery] 
aciano,"cornflower, Centaurea cyanus",m,
acibarar,to add aloe to; to embitter,v/v, 
acicaladura,grooming (caring for horses),f,
acicalamiento,grooming,m,
acicalar,to groom; to polish; to preen,vt/vt, 
acicalarse,to smarten oneself up; to preen oneself,vr,
acicate,"spur (implement for prodding a horse); incentive, spur (anything that inspires or motivates)",m/m, figuratively] 
acicatear,to spur on,vt,
aciclonado,fast-paced,adj,
acicular,acicular,adj,
acidaque,mahr (gift from the groom to the bride),m,Islam] 
acidez,acidity; tang; heartburn,f/f/f,  
acidificación,acidification,f,
acidificar,to acidify,vt,
acidimetría,acidimetry,f,chemistry] 
acidosis,acidosis (abnormally increased acidity of the blood),f,pathology] 
acidular,to make sour; to acidulate,vt,
acidímetro,acidimeter,m,
acidófilo,acidophilic,adj,
aciemar,to manure,vt,regional] 
acientíficamente,unscientifically,adv,
acientífico,unscientific,adj,
acierto,"correct answer; being correct, being right; correctness; success, hit",m/m/m,  
aciforme,aciform,adj,
acil,alternative form of acilo,m,
acilación,acylation,f,chemistry] 
acilglicerol,acylglycerol (any ester of glycerol),m,organic chemistry] 
acilglicérido,"acylglycerol, glyceride",m,organic compound] 
acilo,acyl; acyl,adj/m, 
aciltransferasa,acyltransferase,f,enzyme] 
acimismo,obsolete spelling of asimismo,adv,
acimut,azimuth,m,
acimutal,azimuthal,adj,
acineto,akinete,m,biology] 
acino,acinus,m,
acintado,ribbonlike,adj,
acirate,ridge (formed by plowed earth); allee,m/m,agriculture]  landscaping] 
acitara,obsolete form of citara; parapet of a bridge,f/f, rare] 
acitronar,"to fry until translucent, not golden nor crispy",v,Mexico] 
aclamación,acclamation; acclaim,f,
aclamar,"to acclaim, applaud",v,
aclaración,"explanation; correction made to the text of a judgment (due to clerical error, mistake of law, etc.)",f/f, legal] 
aclarado,rinsing,m,
aclarador,"brightening, lightening; brightener, lightener (substance)",adj/m, 
aclaramiento,clearance,m,
aclarar,"to clarify, clear (make clear or clearer); to explain; to clarify; to water down; to rinse (soap from hands); to clear up; to set things straight, get things clear (in one's mind)",v/vt/v/v/vi/vr,   Spain]  of the weather]  
aclararse,to clear (to become clear),vr,
aclaratorio,explanatory,adj,
aclareo,clearing (act of clearing a forest),m,
aclimatación,"acclimation, acclimatization",f,
aclimatar,to acclimate,vt,
aclimatarse,to become exhausted,v,
aclimatización,acclimatization,f,
aclínico,aclinic,adj,physics] 
acneico,acne [attributive],adj,pathology] 
acné,acne,m,pathology] 
acobardado,"craven, chickened out, cowed; gun-shy",adj/adj, 
acobardar,"to daunt, to frighten, to scare; to be frightened, scared, daunted",vt/vr, 
acobardarse,to cower,v,
acobijar,alternative form of cobijar,v,
acocil,"acocil (Cambarellus montezumae); [dialectal, Mexico] crayfish",m/m,Mexico]  
acodarse,to lean,v,
acoderar,To bring the broadside to bear; to anchor broadside on,vt,nautical] 
acogedor,"cozy; friendly, inviting; hospitable",adj/adj/adj,  
acoger,to receive; to welcome,v/v, 
acogida,"welcome, reception",f,
acogiente,adoptive,adj,
acogimiento,foster care,m,
acogotar,"to kill, injure, or knock down with a blow to the back of the neck; to harass, to put through an ordeal, to run ragged",v/v, 
acojinar,"to cushion, to pad",vt,
acojonante,"fucking amazing, the shit, the dog's bollocks",adj,"vulgar, colloquial] "
acojonar,to scare the shit out of,v,vulgar] 
acojonarse,"to shit oneself, to crap one's pants (lose one's bravery)",v,"vulgar, colloquial] "
acolada,accolade (a salutation marking the conferring of knighthood),f,historical] 
acolar,"to arrange, unite",v,
acolchado,"padded, cushioned; quilt, bed cover",adj/m, 
acolchar,"to quilt; to pad, soften",v/v, 
acolchonar,alternative form of acolchar,v,
acolitar,to accompany,v,Latin America] 
acollador,lanyard,m,nautical] 
acollar,to earth up; to caulk,vt/vt, nautical] 
acollarar,to collar (put a collar on); to yoke; to hitch up (people),vt/vt/vt,  
acomedido,"obliging, accommodating (happy and ready to do favours for others)",adj,Latin America] 
acometer,"to assail; to undertake (a task, a project, an enterprise)",v/v, 
acometida,rush (sudden forward motion),f,
acometimiento,assault (a violent onset or attack),m,
acometividad,proneness or tendency to attack; zeal; fervor; zet,f/f, 
acomodación,accommodation,f,
acomodada,feminine noun of acomodado,f,
acomodadizo,accommodating,adj,
acomodado,"well-off, well-to-do, affluent, wealthy; accommodated, settled in; suitable, fitting, comfortable; A person who had obtained his job by influence or recommendation, not for his own merits",adj/adj/adj/m,"   Argentina, Uruguay] "
acomodador,usher,m,theatre] 
acomodadora,feminine noun of acomodador,f,
acomodamiento,accommodation; suitability,m/m,rare]  obsolete] 
acomodar,to accommodate; to usher or settle; to suit; to be suitable,v/v/v,  
acomodarse,to settle in,v,
acomodaticio,accommodating,adj,
acomodo,"job, position",m,
acompasadamente,using a compass; in a paused manner,adv/adv, 
acompasado,"rhythmic, regular",adj,
acompasar,"to keep time with; to keep in step with; to match, to adjust to",v/v, 
acompañado,side-dish,m,
acompañamiento,the act of accompanying; accompaniment; the accompanying part; accompaniment; side dish,m/m/m, music]  
acompañante,"accompanying; escort, esquire; attendant; accompanist; mate (breeding partner); side dish",adj/mf/mf/mf/mf/mf,   music]  zoology]  
acompañar,to accompany,vt,
acomplejado,neurotic; having a psychological complex; neurotic; someone with a complex,adj/m, 
acomplejamiento,development of a complex,m,
acomplejar,"to give a psychological complex, to cause complexes; to develop a complex",vt/vr, 
acondicionador,"conditioner, hair conditioner",m,
acondicionamiento,conditioning (modification of behavior); remodeling,m/m, 
acondicionar,to condition (to shape the behavior of someone); to condition (to treat with hair conditioner),vt/vt, 
acondrita,achondrite,f,
acondrito,alternative form of acondrita,m,
acondroplasia,achondroplasia (genetic disorder),f,
acondrítico,achondritic (pertaining to achondrites),adj,
aconductar,to foster good behaviour; to set on the straight and narrow,v,rare] 
aconfesional,secular,adj,
aconfesionalidad,secularity,f,
acongojado,anguished,adj,
acongojar,"to cause or inflict suffering; to distress, grieve",vt/vt, 
aconitasa,aconitase,f,
aconitina,aconitine (a poisonous alkaloid),f,organic compound] 
aconsejable,advisable,adj,
aconsejar,to advise,vt,
acontecer,"happening; goings-on; to happen, occur, come about",m/v,usually in plural]  impersonal] 
acontecimiento,"event, occurrence",m,
acopiador,gatherer; storer,m/m, 
acopiadora,feminine noun of acopiador,f,
acopiar,"to gather; to stock, stock up; to forestall",v/v/v,  commerce] 
acopio,"gathering, collecting",m,
acoplable,attachable,adj,
acoplado,"trailer (vehicle towed behind another); hanger-on, tagger-along",m/m,Latin America]  
acoplador,coupling; coupler,adj/m, 
acoplamiento,joining; connection; coupling,m/m/m,  chemistry] 
acoplar,to couple; to adapt oneself,vt/vr, 
acoplarse,reflexive of acoplar; to tag along,v/v, 
acoquinamiento,intimidation,m,
acoquinar,"to daunt, put down",vtr,colloquial] 
acorar,"to afflict, put in distress",vt,
acorazado,"armoured, armored; ironclad; battleship, dreadnought",adj/adj/m,  
acorazar,to armor,vt,
acorazonado,heart-shaped,adj,
acorchado,corklike; spongey; numbed; having the senses numb,adj/adj/adj,  
acorcharse,to go corklike or spongey,vr,
acordado,agreed upon,adj,
acordar,"to decide, arrange; to agree; to reach agreement; to remember, recall; to flush, to make flush, to level; to tune",vt/vi/vr/vr/vt/vt,  acordarse de]  acordarse de]   music] 
acorde,commensurate; in suit (with); matching; in harmony; according (to); chord (combination of three or more pitches),adj/m, music] 
acordeonera,feminine noun of acordeonero,f,
acordeonero,accordionist,m,
acordeonista,accordionist,mf,
acordeón,accordion,m,
acordonamiento,cordoning off; roping off,m,
acordonar,to cordon off,v,
acorralamiento,cornering; corraling,m,
acorralar,"to corral, to corner",vt,
acorralarse,reflexive of acorralar,v,
acorrer,to help; to go to the aid of,vt,
acortamiento,shortening; curtation,m/m,linguistics]  astronomy] 
acortar,"to shorten; to cut short, to curtail",v/v, 
acortarse,to shorten (to become shorter),vr,
acosador,bullying; harassing; bully; harasser,adj/adj/m/m,   
acosar,"to pursue, harass; to bully",v/v, 
acoso,"molestation, harassment, bullying",m,
acossar,obsolete spelling of acosar,v,
acostadito,diminutive of acostado,adj,
acostado,"recumbent, lying",adj,
acostar,"to lay; to put to bed; to land, put in, berth",vt/vt/v,  nautical] 
acostarse,"to go to bed, to lie down; to be in bed with",v/v, 
acostillado,ribbed,adj,
acostumbrado,"customary; accustomed to, used to",adj/adj, 
acostumbrar,"accustom, inure, familiarize; to use to (be in the habit of); to get accustomed to",vt/vi/vr,  
acotación,"annotation; A non-speaking role, as opposed to parlamento",f/f, 
acotado,"enclosed, fenced in",adj,
acotamiento,"hard shoulder, emergency lane (part of a road where drivers may stop in an emergency); marking off, fencing in, limiting",m/m, 
acotar,"to survey land, enclose; to prune or lop a tree; to annotate a page; to mark contours on a map; to qualify; to check, validate",v/v/v/v/v/v,     
acotejar,to put in order; to sort out,vt,
acotiledón,acotyledonous; acotyledon,adj/m,botany]  botany] 
acotolar,to exterminate,vt,Aragon] 
acovachar,"to hide something away, to stash",v,"Argentina, slang] "
acrasia,acrasia (lack of self-control),f,
acre,bitter; acrid; pungent; caustic; acre,adj/adj/m,  
acrecencia,accretion (act of increasing by natural growth),f,
acrecentamiento,"growth, increase (caused by an agent)",m,
acrecentar,"to increase, grow",vt,
acrecer,to increase,vtir,
acrecerse,to increase,vtir,
acrecimiento,growth; increase,m,
acreción,accretion,f,
acreditable,creditable,adj,
acreditación,accreditation; licence; pass,f/f, 
acreditado,accredited; reputable,adj/adj, 
acreditador,accrediting,adj,
acreditadísimo,superlative of acreditado,adj,
acreditante,accrediting,adj,
acreditar,to accredit,v,
acreditativo,"certifying, accreditive",adj,
acreedor,creditor,m,finance] 
acreedora,feminine noun of acreedor,f,
acreencia,credit balance; (total) debt,f/f,Latin America]  Latin America] 
acreer,to accredit,v,"finance, obsolete] "
acremar,to cream,vt,
acremente,acridly,adv,
acrense,"Accran (of or pertaining to Accra, Colorado); Accran (native or resident of Accra, Colorado)",adj/mf, 
acretinado,cretinous,adj,rare] 
acrianzar,to rear [as offspring],v,
acribillamiento,"shelling, bombardment",m,military] 
acribillar,"to riddle, pepper (with holes, bullets etc.); to pester, badger",v/v, 
acrilamida,acrylamide (amide of acrylic acid),f,organic compound] 
acrilato,acrylate,m,organic compound] 
acrilonitrilo,acrylonitrile,m,organic compound] 
acriminar,to incriminate,vt,
acrimonia,acrimony,f,
acrisolar,"to purify, to refine, to quintessence; to prove, to test",v/v, 
acristalado,having crystals or crystal glass; covered in crystal,adj,
acristalamiento,glazing,m,
acristalar,to glaze; cover in crystals,vt,
acritud,"bitterness, acridness",f,
acrobacia,acrobatics,f,
acrobatismo,acrobatics,m,rare] 
acrobáticamente,acrobatically,adv,
acrobático,acrobatic,adj,
acrocantosaurio,acrocanthosaur,m,
acrolecto,acrolect,m,linguistics] 
acromatismo,achromatism,m,
acromatopsia,achromatopsia,f,medicine] 
acromegalia,acromegaly (chronic disease marked by enlargement of the bones),f,disease] 
acromial,acromial,adj,
acromiano,acromial,adj,
acromion,acromion,m,anatomy] 
acromático,achromatic (free from color); achromatic (containing components to prevent color-related distortion); achromatic (not absorbing color),adj/adj/adj,  biology] 
acronimia,acronymization,f,
acrosoma,acrosome,m,
acrílico,acrylic; acrylic,adj/m, 
acríticamente,uncritically,adv,
acrítico,acritical,adj,
acróbata,acrobat,mf,
acrónimo,acronym,m,
acrópolis,acropolis,f,
acróstico,acrostical; acrostic (poem or text with certain letters spelling out a name or message),adj/m, 
acta,certificate; minutes; election results,f/f/f,  
actante,actant,m,
actina,actin (a globular structural protein),f,
actinio,actinium,m,
actinobacteria,actinobacterium,f,
actinolita,actinolite (mineral with monoclinic crystals belonging to the amphibole group),f,mineral] 
actinomicosis,actinomycosis,f,pathology] 
actinomorfo,actinomorphic,adj,
actinométrico,actinometric (pertaining to actinometry),adj,
actinopterigio,ray-finned fish,m,
actinómetro,actinometer (measuring device),m,physics] 
actitud,"posture, pose, stance; attitude, disposition, policy",f/f, 
actitudinal,attitudinal,adj,
activable,activable,adj,
activación,activation,f,
activado,"activated, enabled",adj,
activador,activating; activator,adj/m, 
activadora,feminine noun of activador,f,
activamente,actively (in an active manner); actively (in the active form),adv/adv, grammar] 
activar,"to activate (to encourage development or induce increased activity; to stimulate); to activate, to enable (to put a mechanism, device or system into action or motion); to activate (to render more reactive)",vt/vt/vt,"  chemistry, physics] "
activarse,reflexive of activar,v,
actividad,activity (state of being active); activity (something done as an action),f/f, 
activina,activin,f,
activismo,activism,m,
activista,activist; activist,adj/mf, 
activo,active; top; Any property or material right of an enterprise or individual,adj/adj/m, gay slang]  accounting] 
activísimo,superlative of activo,adj,
acto,act (something done); act,m/m, theatre] 
actor,actor (person who performs in a theatrical play or movie); defendant,m/m, legal] 
actora,feminine noun of actor,f,legal] 
actoral,thespian,adj,
actoralmente,in the manner of a thespian,adv,
actoría,act,f,
actriz,actress,f,
actrizón,augmentative of actriz,m,
actuación,"performance (a live show or concert); acting (the occupation of an actor); action (something done to accomplish a purpose); proceeding, lawsuit",f/f/f/f,"   law, in the plural] "
actuador,actuator,m,
actual,"present, current; factual; actual, real; present-day; Of the current month, year, etc",adj/adj/adj/adj/prep,  philosophy]   preceded by del] 
actualidad,"present (the current moment); piece of news, current event",f/f, 
actualizable,updatable,adj,
actualización,update (advisement providing more up-to-date information); update (software upgrade); actualization,f/f/f,  Puerto Rico] 
actualizador,updater,m,
actualizadora,feminine noun of actualizador,f,
actualizar,to update; to bring to fruition; to actualize,v/v, 
actualizarse,reflexive of actualizar,v,
actualmente,"at present, currently, now, nowadays",adv,
actuante,acting (assuming the duties of another),adj,
actuar,"to act, to behave; to act, to perform; to actuate; to litigate, to sue",v/v/v/v,   law] 
actuaria,feminine noun of actuario,f,
actuarial,actuarial,adj,
actuario,actuary (maker of insurance calculations),m,
actínido,actinide,m,inorganic chemistry] 
acuacultura,alternative form of acuicultura,f,
acuanauta,aquanaut,mf,
acuantiar,to set the amount or quantity of,v,
acuaplaneo,aquaplaning,m,
acuaponía,aquaponics,m,
acuaporina,aquaporin,f,protein] 
acuapónico,aquaponic,adj,
acuarela,watercolor (painting technique); watercolor (artwork); watercolors (paint used in watercolor),f/f/f,  in the plural] 
acuarelar,to watercolour; to paint in watercolour,v,
acuarelista,watercolourist,mf,
acuario,aquarium; Aquarius (someone with the Aquarius star sign),m/m, 
acuariofilia,fishkeeping,f,
acuariología,aquariology,f,
acuarista,aquarist,mf,
acuartelado,quarterly,adj,heraldry] 
acuartelamiento,"confinement to barracks; quarters, barracks",m/m, military] 
acuartelar,"to quarter, to billet, to put into one’s lodging",v,
acuatizaje,ditching,m,aviation] 
acuatizar,to ditch; to land a plane on water,vi,aviation] 
acuatorio,reservoir,m,chiefly Cuba] 
acuchillamiento,"knifing, stab",m,
acuchillar,"to cut open; to knife, to stab (injure or kill by stabbing with a knife); to sand, to abrade (the process of using abrasive tools, in particular, on wood)",v/v/v,  
acuciante,urgent; pressing,adj,
acuciar,to encourage or urge on,vt,
acucioso,"keen, diligent",adj,
acuclillarse,to squat,vr,
acudiente,tutor,mf,Colombia] 
acudir,"to go, to go to, to come, to come to, to attend, to visit; to turn to, to turn, to consult, to resort to; to come to mind; to apply, to apply to, to appeal, to appeal to (e.g. a court, government department, commission)",v/v/v/v,   
acueducto,aqueduct,m,
acuerdo,agreement; compromise,m/m, 
acuerpar,"to favour (over another), to support, to back",vt,"Costa Rica, Panama] "
acuespali,spectacled caiman (Caiman crocodilus); American crocodile (Crocodylus acutus),m/m, 
acuicultor,aquaculturist,m,
acuicultora,feminine noun of acuicultor,f,
acuicultura,aquaculture,f,
acuidad,acuity (sharpness or acuteness),f,
acuitar,to grieve; to cause grief,v,
acular,to back (to tie by the hind); to corner,v/v, 
aculebrar,to snake; to coil like a snake,v,rare] 
acullico,The chewing of cocoa leafs,m,Bolivia] 
acullá,yonder,adv,formal] 
aculturación,acculturation,f,
aculturar,to acculture (to change a person's culture by influence of another),vt,
acuminado,acuminate,adj,"botany, mycology] "
acumulable,accumulable,adj,
acumulación,accumulation; joinder,f/f, legal] 
acumulador,"accumulator (one who, or that which, accumulates); rechargeable battery",m/m, 
acumuladora,feminine noun of acumulador,f,
acumulamiento,"accumulation (the act of amassing or gathering, as into a pile); accumulation (mass of something piled up or collected)",m/m, 
acumular,to accumulate (to heap up in a mass),vt,
acumularse,to accumulate,vr,
acumulativamente,accumulatively,adv,
acumulativo,cumulative (incorporating all data up to the present),adj,
acunar,to rock (to move gently back and forth),vt,
acuoso,aqueous (consisting mostly of water); watery (diluted or having too much water),adj/adj, 
acuotubular,aquotubular,adj,
acupuntor,acupuncturist,m,
acupuntura,acupuncture,f,
acure,guinea pig (rodent),m,"Colombia, Venezuela] "
acurrucar,to curl up because of the cold; to snuggle; to make somebody squat; to squat,vr/v/vt/vr," reciprocative]  colloquial, El Salvador]  colloquial, El Salvador] "
acurrucarse,"to huddle (away from the cold, etc.)",v,
acusación,accusation,f,
acusada,feminine noun of acusado,f,
acusadamente,markedly,adv,
acusado,"accused; marked; pronounced; accused, defendant",adj/adj/m,  
acusador,accusatory; complainant; prosecutor; accuser,adj/m/m/m,legal]  legal]  legal]  
acusante,prosecutor,mf,
acusar,"to accuse, charge, indict; to criminate; to arraign; to prosecute; to acknowledge (to notify sender of having received)",v/v/v/v/v,    
acusativo,accusative; accusative case,adj/m,grammar]  grammar] 
acusatorio,"accusatory (pertaining to, or containing, an accusation)",adj,
acuseta,"tattler, telltale (one who tattles)",mf,Venezuela] 
acusetas,"tattler, telltale (one who tattles)",mf,"Bolivia, Colombia, Costa Rica] "
acusete,"tattler, telltale (one who tattles)",mf,Latin America] 
acusica,telltale,mf,
acuyo,"Mexican pepperleaf, root beer plant, an aromatic herb used in Mexican cuisine (Piper auritum)",m,Mexico] 
acuático,aquatic,adj,
acuícola,aquatic,adj,
acuífero,aquiferous; aquifer,adj/m, 
acuñación,"coinage, coining, minting",f,
acuñador,minter (of coins),m,
acuñadora,feminine noun of acuñador,f,
acuñamiento,wedging,m,
acuñar,to coin (word or expression); to mint (money),v/v, 
acuñista,Of or pertaining to the political beliefs of César Acuña; A supporter of César Acuña,adj/mf,"Peru, politics]  Peru, politics] "
acá,"here; as of, up to (used with a time phrase to represent continuity up to the present)",adv/adv,"especially, Latin America]  "
acápite,subparagraph,m,legal] 
acéfalo,headless; leaderless,adj/adj, 
acémila,mule; beast of burden,f,
acérrimamente,"strongly, vigorously",adv,
acérrimo,"very strong; vigorous; with tenacity; die-hard, extreme; bitter (enemy)",adj/adj/adj/adj,   
acético,acetic,adj,
acíbar,"aloe (the plant and its juice); bitterness, sorrow",m/m,plant]  
acíclico,acyclic,adj,
acícula,"needle (long, pointed leaf found on some conifers)",f,botany] 
acólita,feminine noun of acólito,f,
acólito,acolyte; minion (a sycophantic follower),m/m, 
acónito,aconite (herb wolfsbane),m,botany] 
acúfeno,tinnitus (perception of nonexistent noise),m,
acúmulo,accumulation,m,
acústica,acoustics (a quality of a space for doing music),f,physics] 
acústicamente,acoustically,adv,
acústico,acoustic (pertaining to the sense of hearing); acoustic (produced by an instrument without electric amplification); hearing aid,adj/adj/m, music]  
adagio,adagio; adagio; adage (old saying),adv/m/m,music]  music]  
adaguar,to give water to cattle,vt,Aragon] 
adalid,military commander; champion; leading light (someone who fights for a cause or status),m/m,historical]  
adamantano,adamantane,m,organic compound] 
adamante,diamond,m,archaic] 
adamantino,adamantine; adamant (a rock or mineral held by some to be of impenetrable hardness; a name given to the diamond and other substances of extreme hardness),adj/m, 
adamar,to be enamored,vr,
adamascar,to damask,v,
adanismo,nudism; doing something as if nobody had ever done it before; Adamism,m/m/m,  
adanista,nudist; Someone who does something under the pretence that nobody has done it before; nudist,adj/mf/mf,  
adaptabilidad,adaptability (the quality of being adaptable),f,
adaptable,adaptable (capable of adapting or being adapted),adj,
adaptación,adaptation (the process of adapting something to a situation); adaptation (a change made to suit a condition); adaptation (the process of change that an organism undergoes); adaptation (an instance of an organism undergoing change); adaptation (the process of adapting an artistic work); adaptation (an artistic work that has been adapted),f/f/f/f/f/f,"uncountable]  countable]  evolutionary theory, uncountable]  evolutionary theory, countable]  uncountable]  countable] "
adaptado,adapted,adj,
adaptador,adapter (device to allow compatibility); adapter (someone who adapts),m/m, 
adaptadora,feminine noun of adaptador,f,
